year,month,day,team,yards_per_point
2019,11,3,Kansas City,14.0
2019,11,3,Green Bay,12.1
2019,11,3,Baltimore,11.3
2019,11,3,LA Rams,19.6
2019,11,3,Seattle,11.9
2019,11,3,Detroit,12.1
2019,11,3,Houston,14.4
2019,11,3,Minnesota,22.8
2019,11,3,Indianapolis,21.2
2019,11,3,Chicago,24.3
2019,11,3,New Orleans,16.5
2019,11,3,Arizona,14.3
2019,11,3,Dallas,10.9
2019,11,3,Tennessee,9.1
2019,11,3,NY Giants,14.2
2019,11,3,Las Vegas,15.8
2019,11,3,Jacksonville,13.4
2019,11,3,LA Chargers,13.6
2019,11,3,Buffalo,19.5
2019,11,3,Cleveland,23.8
2019,11,3,Atlanta,25.5
2019,11,3,NY Jets,14.2
2019,11,3,Denver,21.5
2019,11,3,Cincinnati,40.1
2019,11,3,Washington,24.0
2019,11,3,Miami,16.4
2019,10,27,New England,9.8
2019,10,27,Tampa Bay,15.7
2019,10,27,Carolina,7.2
2019,10,27,Pittsburgh,10.7
2019,10,27,LA Rams,10.3
2019,10,27,Kansas City,9.0
2019,10,27,Philadelphia,28.3
2019,10,27,Chicago,10.1
2019,10,27,Green Bay,11.5
2019,10,27,Baltimore,11.3
2019,10,27,Indianapolis,12.8
2019,10,27,San Francisco,31.4
2019,10,27,Houston,17.0
2019,10,27,Minnesota,22.8
2019,10,27,Seattle,21.7
2019,10,27,New Orleans,11.8
2019,10,27,Detroit,14.4
2019,10,27,Arizona,9.1
2019,10,27,Dallas,10.9
2019,10,27,NY Giants,12.5
2019,10,27,Las Vegas,20.2
2019,10,27,Cleveland,14.5
2019,10,27,Tennessee,17.5
2019,10,27,Atlanta,22.4
2019,10,27,Buffalo,9.8
2019,10,27,LA Chargers,18.3
2019,10,27,Jacksonville,17.0
2019,10,27,Cincinnati,17.1
2019,10,27,Denver,34.2
2019,10,27,Washington,24.0
2019,10,27,Miami,18.1
2019,10,20,New England,12.2
2019,10,20,Tampa Bay,15.7
2019,10,20,Carolina,7.2
2019,10,20,Philadelphia,20.0
2019,10,20,Pittsburgh,10.7
2019,10,20,Kansas City,9.0
2019,10,20,San Francisco,16.6
2019,10,20,Seattle,14.2
2019,10,20,LA Rams,22.4
2019,10,20,Baltimore,21.6
2019,10,20,Houston,15.2
2019,10,20,Minnesota,11.8
2019,10,20,Green Bay,19.4
2019,10,20,Indianapolis,17.4
2019,10,20,Chicago,11.2
2019,10,20,Detroit,13.6
2019,10,20,New Orleans,25.1
2019,10,20,Arizona,13.0
2019,10,20,Las Vegas,16.6
2019,10,20,Atlanta,13.5
2019,10,20,Dallas,18.1
2019,10,20,NY Jets,15.9
2019,10,20,Cleveland,14.5
2019,10,20,NY Giants,15.2
2019,10,20,LA Chargers,20.5
2019,10,20,Jacksonville,37.7
2019,10,20,Cincinnati,14.7
2019,10,20,Washington,18.3
2019,10,20,Denver,34.2
2019,10,20,Buffalo,22.4
2019,10,20,Miami,16.9
2019,10,13,Philadelphia,8.5
2019,10,13,New England,12.2
2019,10,13,Tampa Bay,10.5
2019,10,13,San Francisco,14.4
2019,10,13,Baltimore,10.7
2019,10,13,LA Rams,16.4
2019,10,13,Green Bay,9.9
2019,10,13,Pittsburgh,11.7
2019,10,13,Carolina,13.1
2019,10,13,Houston,11.2
2019,10,13,Seattle,14.3
2019,10,13,Kansas City,24.9
2019,10,13,New Orleans,14.7
2019,10,13,Indianapolis,17.4
2019,10,13,Chicago,11.2
2019,10,13,Tennessee,36.0
2019,10,13,Minnesota,17.5
2019,10,13,Detroit,14.9
2019,10,13,Las Vegas,16.6
2019,10,13,Dallas,23.5
2019,10,13,Jacksonville,18.8
2019,10,13,LA Chargers,18.9
2019,10,13,Arizona,19.8
2019,10,13,NY Giants,15.2
2019,10,13,NY Jets,21.3
2019,10,13,Cleveland,60.0
2019,10,13,Atlanta,11.7
2019,10,13,Washington,31.9
2019,10,13,Denver,17.5
2019,10,13,Cincinnati,16.1
2019,10,13,Buffalo,22.4
2019,10,13,Miami,23.3
2019,10,6,New England,14.0
2019,10,6,Tampa Bay,8.4
2019,10,6,Philadelphia,9.9
2019,10,6,San Francisco,18.2
2019,10,6,Kansas City,12.9
2019,10,6,Tennessee,15.2
2019,10,6,LA Rams,16.4
2019,10,6,Baltimore,15.8
2019,10,6,Seattle,14.3
2019,10,6,Indianapolis,14.4
2019,10,6,Carolina,18.6
2019,10,6,Pittsburgh,12.1
2019,10,6,New Orleans,22.2
2019,10,6,Minnesota,37.0
2019,10,6,Green Bay,18.2
2019,10,6,Dallas,25.7
2019,10,6,Detroit,14.9
2019,10,6,Chicago,16.8
2019,10,6,Houston,26.4
2019,10,6,Las Vegas,12.2
2019,10,6,Cleveland,13.3
2019,10,6,Jacksonville,17.5
2019,10,6,Arizona,32.1
2019,10,6,NY Jets,7.5
2019,10,6,LA Chargers,13.0
2019,10,6,Washington,58.7
2019,10,6,NY Giants,16.2
2019,10,6,Denver,15.5
2019,10,6,Buffalo,37.5
2019,10,6,Cincinnati,58.3
2019,10,6,Atlanta,42.2
2019,10,6,Miami,23.3
2019,9,29,Kansas City,9.4
2019,9,29,New Orleans,12.6
2019,9,29,Seattle,13.6
2019,9,29,LA Rams,86.7
2019,9,29,Chicago,23.7
2019,9,29,Cincinnati,15.1
2019,9,29,LA Chargers,12.0
2019,9,29,NY Jets,79.7
2019,9,29,Miami,13.2
2019,9,29,New England,31.3
2019,9,29,Indianapolis,20.5
2019,9,29,Houston,46.0
2019,9,29,Atlanta,14.4
2019,9,29,Pittsburgh,21.4
2019,9,29,Baltimore,13.5
2019,9,29,Minnesota,16.4
2019,9,29,NY Giants,12.6
2019,9,29,Carolina,11.3
2019,9,29,Dallas,14.0
2019,9,29,Tennessee,15.2
2019,9,29,Detroit,13.0
2019,9,29,Philadelphia,17.9
2019,9,29,Cleveland,17.8
2019,9,29,Tampa Bay,13.5
2019,9,29,San Francisco,12.2
2019,9,29,Denver,41.1
2019,9,29,Arizona,8.3
2019,9,29,Buffalo,9.1
2019,9,29,Las Vegas,97.3
2019,9,29,Jacksonville,39.7
2019,9,22,Kansas City,9.4
2019,9,22,New Orleans,12.6
2019,9,22,Seattle,13.6
2019,9,22,LA Rams,86.7
2019,9,22,Chicago,23.7
2019,9,22,Cincinnati,15.1
2019,9,22,LA Chargers,12.0
2019,9,22,NY Jets,79.7
2019,9,22,Miami,13.2
2019,9,22,New England,31.3
2019,9,22,Indianapolis,20.5
2019,9,22,Houston,46.0
2019,9,22,Atlanta,14.4
2019,9,22,Pittsburgh,21.4
2019,9,22,Baltimore,13.5
2019,9,22,Minnesota,16.4
2019,9,22,NY Giants,12.6
2019,9,22,Carolina,11.3
2019,9,22,Dallas,14.0
2019,9,22,Tennessee,15.2
2019,9,22,Detroit,13.0
2019,9,22,Philadelphia,17.9
2019,9,22,Cleveland,17.8
2019,9,22,Tampa Bay,13.5
2019,9,22,San Francisco,12.2
2019,9,22,Denver,41.1
2019,9,22,Arizona,8.3
2019,9,22,Buffalo,9.1
2019,9,22,Las Vegas,97.3
2019,9,22,Jacksonville,39.7
2019,9,15,Kansas City,9.4
2019,9,15,New Orleans,12.6
2019,9,15,Seattle,13.6
2019,9,15,LA Rams,86.7
2019,9,15,Chicago,23.7
2019,9,15,Cincinnati,15.1
2019,9,15,LA Chargers,12.0
2019,9,15,NY Jets,79.7
2019,9,15,Miami,13.2
2019,9,15,New England,31.3
2019,9,15,Indianapolis,20.5
2019,9,15,Houston,46.0
2019,9,15,Atlanta,14.4
2019,9,15,Pittsburgh,21.4
2019,9,15,Baltimore,13.5
2019,9,15,Minnesota,16.4
2019,9,15,NY Giants,12.6
2019,9,15,Carolina,11.3
2019,9,15,Dallas,14.0
2019,9,15,Tennessee,15.2
2019,9,15,Detroit,13.0
2019,9,15,Philadelphia,17.9
2019,9,15,Cleveland,17.8
2019,9,15,Tampa Bay,13.5
2019,9,15,San Francisco,12.2
2019,9,15,Denver,41.1
2019,9,15,Arizona,8.3
2019,9,15,Buffalo,9.1
2019,9,15,Las Vegas,97.3
2019,9,15,Jacksonville,39.7
2019,9,8,Kansas City,9.4
2019,9,8,New Orleans,12.6
2019,9,8,Seattle,13.6
2019,9,8,LA Rams,86.7
2019,9,8,Chicago,23.7
2019,9,8,Cincinnati,15.1
2019,9,8,LA Chargers,12.0
2019,9,8,NY Jets,79.7
2019,9,8,Miami,13.2
2019,9,8,New England,31.3
2019,9,8,Indianapolis,20.5
2019,9,8,Houston,46.0
2019,9,8,Atlanta,14.4
2019,9,8,Pittsburgh,21.4
2019,9,8,Baltimore,13.5
2019,9,8,Minnesota,16.4
2019,9,8,NY Giants,12.6
2019,9,8,Carolina,11.3
2019,9,8,Dallas,14.0
2019,9,8,Tennessee,15.2
2019,9,8,Detroit,13.0
2019,9,8,Philadelphia,17.9
2019,9,8,Cleveland,17.8
2019,9,8,Tampa Bay,13.5
2019,9,8,San Francisco,12.2
2019,9,8,Denver,41.1
2019,9,8,Arizona,8.3
2019,9,8,Buffalo,9.1
2019,9,8,Las Vegas,97.3
2019,9,8,Jacksonville,39.7
2019,9,1,Kansas City,9.4
2019,9,1,New Orleans,12.6
2019,9,1,Seattle,13.6
2019,9,1,LA Rams,86.7
2019,9,1,Chicago,23.7
2019,9,1,Cincinnati,15.1
2019,9,1,LA Chargers,12.0
2019,9,1,NY Jets,79.7
2019,9,1,Miami,13.2
2019,9,1,New England,31.3
2019,9,1,Indianapolis,20.5
2019,9,1,Houston,46.0
2019,9,1,Atlanta,14.4
2019,9,1,Pittsburgh,21.4
2019,9,1,Baltimore,13.5
2019,9,1,Minnesota,16.4
2019,9,1,NY Giants,12.6
2019,9,1,Carolina,11.3
2019,9,1,Dallas,14.0
2019,9,1,Tennessee,15.2
2019,9,1,Detroit,13.0
2019,9,1,Philadelphia,17.9
2019,9,1,Cleveland,17.8
2019,9,1,Tampa Bay,13.5
2019,9,1,San Francisco,12.2
2019,9,1,Denver,41.1
2019,9,1,Arizona,8.3
2019,9,1,Buffalo,9.1
2019,9,1,Las Vegas,97.3
2019,9,1,Jacksonville,39.7
2019,2,24,Kansas City,9.4
2019,2,24,New Orleans,12.6
2019,2,24,Seattle,13.6
2019,2,24,LA Rams,86.7
2019,2,24,Chicago,23.7
2019,2,24,Cincinnati,15.1
2019,2,24,LA Chargers,12.0
2019,2,24,NY Jets,79.7
2019,2,24,Miami,13.2
2019,2,24,New England,31.3
2019,2,24,Indianapolis,20.5
2019,2,24,Houston,46.0
2019,2,24,Atlanta,14.4
2019,2,24,Pittsburgh,21.4
2019,2,24,Baltimore,13.5
2019,2,24,Minnesota,16.4
2019,2,24,NY Giants,12.6
2019,2,24,Carolina,11.3
2019,2,24,Dallas,14.0
2019,2,24,Tennessee,15.2
2019,2,24,Detroit,13.0
2019,2,24,Philadelphia,17.9
2019,2,24,Cleveland,17.8
2019,2,24,Tampa Bay,13.5
2019,2,24,San Francisco,12.2
2019,2,24,Denver,41.1
2019,2,24,Arizona,8.3
2019,2,24,Buffalo,9.1
2019,2,24,Las Vegas,97.3
2019,2,24,Jacksonville,39.7
2019,2,17,Kansas City,9.4
2019,2,17,New Orleans,12.6
2019,2,17,Seattle,13.6
2019,2,17,LA Rams,86.7
2019,2,17,Chicago,23.7
2019,2,17,Cincinnati,15.1
2019,2,17,LA Chargers,12.0
2019,2,17,NY Jets,79.7
2019,2,17,Miami,13.2
2019,2,17,New England,31.3
2019,2,17,Indianapolis,20.5
2019,2,17,Houston,46.0
2019,2,17,Atlanta,14.4
2019,2,17,Pittsburgh,21.4
2019,2,17,Baltimore,13.5
2019,2,17,Minnesota,16.4
2019,2,17,NY Giants,12.6
2019,2,17,Carolina,11.3
2019,2,17,Dallas,14.0
2019,2,17,Tennessee,15.2
2019,2,17,Detroit,13.0
2019,2,17,Philadelphia,17.9
2019,2,17,Cleveland,17.8
2019,2,17,Tampa Bay,13.5
2019,2,17,San Francisco,12.2
2019,2,17,Denver,41.1
2019,2,17,Arizona,8.3
2019,2,17,Buffalo,9.1
2019,2,17,Las Vegas,97.3
2019,2,17,Jacksonville,39.7
2019,2,10,Kansas City,9.4
2019,2,10,New Orleans,12.6
2019,2,10,Seattle,13.6
2019,2,10,LA Rams,86.7
2019,2,10,Chicago,23.7
2019,2,10,Cincinnati,15.1
2019,2,10,LA Chargers,12.0
2019,2,10,NY Jets,79.7
2019,2,10,Miami,13.2
2019,2,10,New England,31.3
2019,2,10,Indianapolis,20.5
2019,2,10,Houston,46.0
2019,2,10,Atlanta,14.4
2019,2,10,Pittsburgh,21.4
2019,2,10,Baltimore,13.5
2019,2,10,Minnesota,16.4
2019,2,10,NY Giants,12.6
2019,2,10,Carolina,11.3
2019,2,10,Dallas,14.0
2019,2,10,Tennessee,15.2
2019,2,10,Detroit,13.0
2019,2,10,Philadelphia,17.9
2019,2,10,Cleveland,17.8
2019,2,10,Tampa Bay,13.5
2019,2,10,San Francisco,12.2
2019,2,10,Denver,41.1
2019,2,10,Arizona,8.3
2019,2,10,Buffalo,9.1
2019,2,10,Las Vegas,97.3
2019,2,10,Jacksonville,39.7
2019,2,3,Kansas City,9.4
2019,2,3,New Orleans,12.6
2019,2,3,LA Rams,14.5
2019,2,3,Seattle,13.6
2019,2,3,Chicago,23.7
2019,2,3,Cincinnati,15.1
2019,2,3,LA Chargers,12.0
2019,2,3,New England,14.2
2019,2,3,NY Jets,79.7
2019,2,3,Miami,13.2
2019,2,3,Indianapolis,20.5
2019,2,3,Houston,46.0
2019,2,3,Atlanta,14.4
2019,2,3,Pittsburgh,21.4
2019,2,3,Baltimore,13.5
2019,2,3,Minnesota,16.4
2019,2,3,NY Giants,12.6
2019,2,3,Carolina,11.3
2019,2,3,Dallas,14.0
2019,2,3,Tennessee,15.2
2019,2,3,Detroit,13.0
2019,2,3,Philadelphia,17.9
2019,2,3,Cleveland,17.8
2019,2,3,Tampa Bay,13.5
2019,2,3,San Francisco,12.2
2019,2,3,Denver,41.1
2019,2,3,Arizona,8.3
2019,2,3,Buffalo,9.1
2019,2,3,Las Vegas,97.3
2019,2,3,Jacksonville,39.7
2019,1,27,Kansas City,9.4
2019,1,27,New Orleans,12.6
2019,1,27,LA Rams,14.5
2019,1,27,Seattle,13.6
2019,1,27,Chicago,23.7
2019,1,27,Cincinnati,15.1
2019,1,27,LA Chargers,12.0
2019,1,27,New England,14.2
2019,1,27,NY Jets,79.7
2019,1,27,Miami,13.2
2019,1,27,Indianapolis,20.5
2019,1,27,Houston,46.0
2019,1,27,Atlanta,14.4
2019,1,27,Pittsburgh,21.4
2019,1,27,Baltimore,13.5
2019,1,27,Minnesota,16.4
2019,1,27,NY Giants,12.6
2019,1,27,Carolina,11.3
2019,1,27,Dallas,14.0
2019,1,27,Tennessee,15.2
2019,1,27,Detroit,13.0
2019,1,27,Philadelphia,17.9
2019,1,27,Cleveland,17.8
2019,1,27,Tampa Bay,13.5
2019,1,27,San Francisco,12.2
2019,1,27,Denver,41.1
2019,1,27,Arizona,8.3
2019,1,27,Buffalo,9.1
2019,1,27,Las Vegas,97.3
2019,1,27,Jacksonville,39.7
2019,1,20,Kansas City,14.0
2019,1,20,New Orleans,21.0
2019,1,20,LA Rams,15.3
2019,1,20,Seattle,13.6
2019,1,20,Chicago,23.7
2019,1,20,Cincinnati,15.1
2019,1,20,LA Chargers,12.0
2019,1,20,New England,12.1
2019,1,20,NY Jets,79.7
2019,1,20,Miami,13.2
2019,1,20,Indianapolis,20.5
2019,1,20,Houston,46.0
2019,1,20,Atlanta,14.4
2019,1,20,Pittsburgh,21.4
2019,1,20,Baltimore,13.5
2019,1,20,Minnesota,16.4
2019,1,20,NY Giants,12.6
2019,1,20,Carolina,11.3
2019,1,20,Dallas,14.0
2019,1,20,Philadelphia,17.9
2019,1,20,Tennessee,15.2
2019,1,20,Detroit,13.0
2019,1,20,Cleveland,17.8
2019,1,20,Tampa Bay,13.5
2019,1,20,San Francisco,12.2
2019,1,20,Denver,41.1
2019,1,20,Arizona,8.3
2019,1,20,Buffalo,9.1
2019,1,20,Las Vegas,97.3
2019,1,20,Jacksonville,39.7
2019,1,13,New Orleans,21.0
2019,1,13,Kansas City,14.0
2019,1,13,LA Rams,15.3
2019,1,13,Seattle,13.6
2019,1,13,Chicago,23.7
2019,1,13,Cincinnati,15.1
2019,1,13,LA Chargers,10.6
2019,1,13,NY Jets,79.7
2019,1,13,New England,9.9
2019,1,13,Miami,13.2
2019,1,13,Indianapolis,20.2
2019,1,13,Houston,46.0
2019,1,13,Atlanta,14.4
2019,1,13,Pittsburgh,21.4
2019,1,13,Baltimore,13.5
2019,1,13,Minnesota,16.4
2019,1,13,NY Giants,12.6
2019,1,13,Carolina,11.3
2019,1,13,Philadelphia,18.8
2019,1,13,Dallas,14.0
2019,1,13,Tennessee,15.2
2019,1,13,Detroit,13.0
2019,1,13,Cleveland,17.8
2019,1,13,Tampa Bay,13.5
2019,1,13,San Francisco,12.2
2019,1,13,Denver,41.1
2019,1,13,Arizona,8.3
2019,1,13,Buffalo,9.1
2019,1,13,Las Vegas,97.3
2019,1,13,Jacksonville,39.7
2019,1,6,New Orleans,21.0
2019,1,6,Kansas City,11.7
2019,1,6,LA Rams,7.9
2019,1,6,Chicago,13.8
2019,1,6,Seattle,13.6
2019,1,6,Cincinnati,15.1
2019,1,6,LA Chargers,12.0
2019,1,6,NY Jets,79.7
2019,1,6,New England,9.9
2019,1,6,Miami,13.2
2019,1,6,Indianapolis,20.1
2019,1,6,Houston,46.0
2019,1,6,Atlanta,14.4
2019,1,6,Pittsburgh,21.4
2019,1,6,Minnesota,16.4
2019,1,6,Baltimore,17.8
2019,1,6,NY Giants,12.6
2019,1,6,Carolina,11.3
2019,1,6,Philadelphia,15.0
2019,1,6,Tennessee,15.2
2019,1,6,Detroit,13.0
2019,1,6,Dallas,15.8
2019,1,6,Cleveland,17.8
2019,1,6,Tampa Bay,13.5
2019,1,6,San Francisco,12.2
2019,1,6,Denver,41.1
2019,1,6,Arizona,8.3
2019,1,6,Buffalo,9.1
2019,1,6,Las Vegas,97.3
2019,1,6,Jacksonville,39.7
2018,12,30,New Orleans,17.6
2018,12,30,Kansas City,10.7
2018,12,30,Chicago,11.5
2018,12,30,LA Rams,8.4
2018,12,30,Indianapolis,16.9
2018,12,30,Cincinnati,18.6
2018,12,30,New England,18.4
2018,12,30,Seattle,13.2
2018,12,30,Carolina,17.6
2018,12,30,LA Chargers,9.2
2018,12,30,Pittsburgh,31.0
2018,12,30,Houston,13.6
2018,12,30,NY Jets,26.0
2018,12,30,Baltimore,12.2
2018,12,30,Minnesota,17.3
2018,12,30,Cleveland,9.8
2018,12,30,Miami,13.1
2018,12,30,Atlanta,21.5
2018,12,30,Detroit,20.8
2018,12,30,Denver,12.8
2018,12,30,Green Bay,14.9
2018,12,30,Dallas,23.7
2018,12,30,NY Giants,18.3
2018,12,30,San Francisco,38.0
2018,12,30,Arizona,14.9
2018,12,30,Washington,14.4
2018,12,30,Philadelphia,13.6
2018,12,30,Tampa Bay,15.3
2018,12,30,Tennessee,21.5
2018,12,30,Buffalo,13.6
2018,12,30,Jacksonville,15.9
2018,12,30,Las Vegas,14.6
2018,12,23,New Orleans,10.1
2018,12,23,Kansas City,10.7
2018,12,23,Chicago,11.5
2018,12,23,LA Rams,8.4
2018,12,23,Indianapolis,10.4
2018,12,23,Cincinnati,12.1
2018,12,23,New England,28.4
2018,12,23,Pittsburgh,16.2
2018,12,23,Carolina,20.4
2018,12,23,Seattle,14.0
2018,12,23,NY Jets,19.9
2018,12,23,Minnesota,13.4
2018,12,23,Houston,13.9
2018,12,23,LA Chargers,21.8
2018,12,23,San Francisco,16.3
2018,12,23,Baltimore,16.8
2018,12,23,Dallas,13.0
2018,12,23,Atlanta,21.5
2018,12,23,Miami,24.5
2018,12,23,Detroit,20.8
2018,12,23,NY Giants,9.4
2018,12,23,Green Bay,15.0
2018,12,23,Cleveland,15.3
2018,12,23,Denver,14.1
2018,12,23,Washington,14.4
2018,12,23,Tennessee,26.3
2018,12,23,Arizona,13.4
2018,12,23,Tampa Bay,14.6
2018,12,23,Philadelphia,28.0
2018,12,23,Buffalo,11.0
2018,12,23,Jacksonville,15.2
2018,12,23,Las Vegas,14.1
2018,12,16,New Orleans,10.0
2018,12,16,Kansas City,12.7
2018,12,16,Chicago,11.8
2018,12,16,Cincinnati,20.3
2018,12,16,Indianapolis,12.6
2018,12,16,Carolina,11.5
2018,12,16,LA Rams,12.7
2018,12,16,New England,28.4
2018,12,16,Pittsburgh,8.8
2018,12,16,Seattle,14.0
2018,12,16,NY Jets,19.9
2018,12,16,LA Chargers,16.8
2018,12,16,Atlanta,23.9
2018,12,16,Minnesota,11.8
2018,12,16,Houston,15.3
2018,12,16,Detroit,13.9
2018,12,16,Baltimore,16.6
2018,12,16,San Francisco,16.3
2018,12,16,Miami,24.5
2018,12,16,Tennessee,11.3
2018,12,16,Green Bay,15.0
2018,12,16,Dallas,15.2
2018,12,16,Cleveland,15.3
2018,12,16,Denver,20.5
2018,12,16,Philadelphia,21.1
2018,12,16,Arizona,18.6
2018,12,16,Washington,17.9
2018,12,16,NY Giants,10.3
2018,12,16,Tampa Bay,167.0
2018,12,16,Buffalo,11.0
2018,12,16,Jacksonville,16.0
2018,12,16,Las Vegas,52.8
2018,12,9,New Orleans,10.8
2018,12,9,Kansas City,13.5
2018,12,9,Chicago,4.6
2018,12,9,Cincinnati,10.9
2018,12,9,New England,14.0
2018,12,9,Indianapolis,11.0
2018,12,9,Carolina,11.5
2018,12,9,LA Rams,13.8
2018,12,9,Pittsburgh,8.8
2018,12,9,NY Jets,45.8
2018,12,9,Seattle,20.9
2018,12,9,Atlanta,12.9
2018,12,9,LA Chargers,15.0
2018,12,9,Miami,12.9
2018,12,9,Minnesota,11.8
2018,12,9,Houston,15.3
2018,12,9,San Francisco,11.9
2018,12,9,Baltimore,16.6
2018,12,9,Tampa Bay,10.8
2018,12,9,Detroit,23.2
2018,12,9,Cleveland,18.5
2018,12,9,Dallas,21.2
2018,12,9,Philadelphia,16.5
2018,12,9,Denver,20.5
2018,12,9,Green Bay,21.6
2018,12,9,Arizona,17.8
2018,12,9,Washington,26.1
2018,12,9,Tennessee,12.1
2018,12,9,NY Giants,23.3
2018,12,9,Las Vegas,80.7
2018,12,9,Jacksonville,18.6
2018,12,9,Buffalo,29.3
2018,12,2,New Orleans,9.0
2018,12,2,Kansas City,11.3
2018,12,2,Cincinnati,10.9
2018,12,2,New England,15.5
2018,12,2,NY Jets,20.7
2018,12,2,Indianapolis,11.0
2018,12,2,LA Rams,14.3
2018,12,2,Chicago,16.5
2018,12,2,Seattle,14.8
2018,12,2,Pittsburgh,12.8
2018,12,2,Carolina,10.7
2018,12,2,LA Chargers,17.2
2018,12,2,Atlanta,18.4
2018,12,2,Detroit,23.6
2018,12,2,Miami,16.1
2018,12,2,Houston,10.2
2018,12,2,Baltimore,15.5
2018,12,2,San Francisco,11.9
2018,12,2,Minnesota,21.2
2018,12,2,Dallas,19.0
2018,12,2,Denver,17.9
2018,12,2,Cleveland,13.2
2018,12,2,Tampa Bay,16.9
2018,12,2,Washington,18.0
2018,12,2,Green Bay,13.3
2018,12,2,Philadelphia,16.5
2018,12,2,Arizona,17.8
2018,12,2,Tennessee,20.5
2018,12,2,NY Giants,23.3
2018,12,2,Las Vegas,80.7
2018,12,2,Jacksonville,18.6
2018,12,2,Buffalo,55.5
2018,11,25,New Orleans,10.1
2018,11,25,Kansas City,10.7
2018,11,25,Chicago,11.5
2018,11,25,LA Rams,8.4
2018,11,25,Indianapolis,10.4
2018,11,25,Cincinnati,12.1
2018,11,25,New England,28.4
2018,11,25,Pittsburgh,16.2
2018,11,25,Carolina,20.4
2018,11,25,Seattle,14.0
2018,11,25,NY Jets,19.9
2018,11,25,Minnesota,13.4
2018,11,25,Houston,13.9
2018,11,25,LA Chargers,21.8
2018,11,25,San Francisco,16.3
2018,11,25,Baltimore,16.8
2018,11,25,Dallas,13.0
2018,11,25,Atlanta,21.5
2018,11,25,Miami,24.5
2018,11,25,Detroit,20.8
2018,11,25,NY Giants,9.4
2018,11,25,Green Bay,15.0
2018,11,25,Cleveland,15.3
2018,11,25,Denver,14.1
2018,11,25,Washington,14.4
2018,11,25,Tennessee,26.3
2018,11,25,Arizona,13.4
2018,11,25,Tampa Bay,14.6
2018,11,25,Philadelphia,28.0
2018,11,25,Buffalo,11.0
2018,11,25,Jacksonville,15.2
2018,11,25,Las Vegas,14.1
2018,11,18,New Orleans,10.0
2018,11,18,Kansas City,12.7
2018,11,18,Chicago,11.8
2018,11,18,Cincinnati,20.3
2018,11,18,Indianapolis,12.6
2018,11,18,Carolina,11.5
2018,11,18,LA Rams,12.7
2018,11,18,New England,28.4
2018,11,18,Pittsburgh,8.8
2018,11,18,Seattle,14.0
2018,11,18,NY Jets,19.9
2018,11,18,LA Chargers,16.8
2018,11,18,Atlanta,23.9
2018,11,18,Minnesota,11.8
2018,11,18,Houston,15.3
2018,11,18,Detroit,13.9
2018,11,18,Baltimore,16.6
2018,11,18,San Francisco,16.3
2018,11,18,Miami,24.5
2018,11,18,Tennessee,11.3
2018,11,18,Green Bay,15.0
2018,11,18,Dallas,15.2
2018,11,18,Cleveland,15.3
2018,11,18,Denver,20.5
2018,11,18,Philadelphia,21.1
2018,11,18,Arizona,18.6
2018,11,18,Washington,17.9
2018,11,18,NY Giants,10.3
2018,11,18,Tampa Bay,167.0
2018,11,18,Buffalo,11.0
2018,11,18,Jacksonville,16.0
2018,11,18,Las Vegas,52.8
2018,11,11,New Orleans,10.8
2018,11,11,Kansas City,13.5
2018,11,11,Chicago,4.6
2018,11,11,Cincinnati,10.9
2018,11,11,New England,14.0
2018,11,11,Indianapolis,11.0
2018,11,11,Carolina,11.5
2018,11,11,LA Rams,13.8
2018,11,11,Pittsburgh,8.8
2018,11,11,NY Jets,45.8
2018,11,11,Seattle,20.9
2018,11,11,Atlanta,12.9
2018,11,11,LA Chargers,15.0
2018,11,11,Miami,12.9
2018,11,11,Minnesota,11.8
2018,11,11,Houston,15.3
2018,11,11,San Francisco,11.9
2018,11,11,Baltimore,16.6
2018,11,11,Tampa Bay,10.8
2018,11,11,Detroit,23.2
2018,11,11,Cleveland,18.5
2018,11,11,Dallas,21.2
2018,11,11,Philadelphia,16.5
2018,11,11,Denver,20.5
2018,11,11,Green Bay,21.6
2018,11,11,Arizona,17.8
2018,11,11,Washington,26.1
2018,11,11,Tennessee,12.1
2018,11,11,NY Giants,23.3
2018,11,11,Las Vegas,80.7
2018,11,11,Jacksonville,18.6
2018,11,11,Buffalo,29.3
2018,11,4,New Orleans,9.0
2018,11,4,Kansas City,11.3
2018,11,4,Cincinnati,10.9
2018,11,4,New England,15.5
2018,11,4,NY Jets,20.7
2018,11,4,Indianapolis,11.0
2018,11,4,LA Rams,14.3
2018,11,4,Chicago,16.5
2018,11,4,Seattle,14.8
2018,11,4,Pittsburgh,12.8
2018,11,4,Carolina,10.7
2018,11,4,LA Chargers,17.2
2018,11,4,Atlanta,18.4
2018,11,4,Detroit,23.6
2018,11,4,Miami,16.1
2018,11,4,Houston,10.2
2018,11,4,Baltimore,15.5
2018,11,4,San Francisco,11.9
2018,11,4,Minnesota,21.2
2018,11,4,Dallas,19.0
2018,11,4,Denver,17.9
2018,11,4,Cleveland,13.2
2018,11,4,Tampa Bay,16.9
2018,11,4,Washington,18.0
2018,11,4,Green Bay,13.3
2018,11,4,Philadelphia,16.5
2018,11,4,Arizona,17.8
2018,11,4,Tennessee,20.5
2018,11,4,NY Giants,23.3
2018,11,4,Las Vegas,80.7
2018,11,4,Jacksonville,18.6
2018,11,4,Buffalo,55.5
2018,10,28,Kansas City,12.2
2018,10,28,New Orleans,14.1
