year,month,day,team,defensive_third_down_conversion_%
2019,10,6,LA Rams,30.00%
2019,10,6,San Francisco,25.00%
2019,10,6,Houston,50.00%
2019,10,6,Philadelphia,54.55%
2019,10,6,Kansas City,38.46%
2019,10,6,Carolina,36.36%
2019,10,6,Pittsburgh,28.57%
2019,10,6,Jacksonville,36.36%
2019,10,6,Detroit,44.44%
2019,10,6,Las Vegas,37.50%
2019,10,6,Indianapolis,41.67%
2019,10,6,Atlanta,46.15%
2019,10,6,LA Chargers,50.00%
2019,10,6,Miami,61.54%
2019,10,6,Washington,61.54%
2019,9,29,Minnesota,57.14%
2019,9,29,NY Jets,45.45%
2019,9,29,Baltimore,35.29%
2019,9,29,Chicago,46.15%
2019,9,29,Seattle,36.36%
2019,9,29,LA Rams,25.00%
2019,9,29,Cleveland,23.08%
2019,9,29,Philadelphia,53.33%
2019,9,29,Buffalo,25.00%
2019,9,29,Pittsburgh,25.00%
2019,9,29,Tennessee,38.46%
2019,9,29,Detroit,31.25%
2019,9,29,Green Bay,50.00%
2019,9,29,Jacksonville,35.29%
2019,9,29,New England,23.08%
2019,9,29,Arizona,28.57%
2019,9,29,Denver,36.36%
2019,9,29,Indianapolis,28.57%
2019,9,29,LA Chargers,50.00%
2019,9,29,Carolina,40.00%
2019,9,29,San Francisco,62.50%
2019,9,29,Tampa Bay,46.15%
2019,9,29,New Orleans,37.50%
2019,9,29,Dallas,45.45%
2019,9,29,Houston,64.29%
2019,9,29,Kansas City,68.42%
2019,9,29,NY Giants,64.71%
2019,9,29,Miami,45.45%
2019,9,29,Washington,57.14%
2019,9,29,Las Vegas,55.56%
2019,9,29,Atlanta,40.00%
2019,9,29,Cincinnati,33.33%
2019,9,22,Minnesota,57.14%
2019,9,22,NY Jets,45.45%
2019,9,22,Baltimore,35.29%
2019,9,22,Chicago,46.15%
2019,9,22,Seattle,36.36%
2019,9,22,LA Rams,25.00%
2019,9,22,Cleveland,23.08%
2019,9,22,Philadelphia,53.33%
2019,9,22,Buffalo,25.00%
2019,9,22,Pittsburgh,25.00%
2019,9,22,Tennessee,38.46%
2019,9,22,Detroit,31.25%
2019,9,22,Green Bay,50.00%
2019,9,22,Jacksonville,35.29%
2019,9,22,New England,23.08%
2019,9,22,Arizona,28.57%
2019,9,22,Denver,36.36%
2019,9,22,Indianapolis,28.57%
2019,9,22,LA Chargers,50.00%
2019,9,22,Carolina,40.00%
2019,9,22,San Francisco,62.50%
2019,9,22,Tampa Bay,46.15%
2019,9,22,New Orleans,37.50%
2019,9,22,Dallas,45.45%
2019,9,22,Houston,64.29%
2019,9,22,Kansas City,68.42%
2019,9,22,NY Giants,64.71%
2019,9,22,Miami,45.45%
2019,9,22,Washington,57.14%
2019,9,22,Las Vegas,55.56%
2019,9,22,Atlanta,40.00%
2019,9,22,Cincinnati,33.33%
2019,9,15,Minnesota,57.14%
2019,9,15,NY Jets,45.45%
2019,9,15,Baltimore,35.29%
2019,9,15,Chicago,46.15%
2019,9,15,Seattle,36.36%
2019,9,15,LA Rams,25.00%
2019,9,15,Cleveland,23.08%
2019,9,15,Philadelphia,53.33%
2019,9,15,Buffalo,25.00%
2019,9,15,Pittsburgh,25.00%
2019,9,15,Tennessee,38.46%
2019,9,15,Detroit,31.25%
2019,9,15,Green Bay,50.00%
2019,9,15,Jacksonville,35.29%
2019,9,15,New England,23.08%
2019,9,15,Arizona,28.57%
2019,9,15,Denver,36.36%
2019,9,15,Indianapolis,28.57%
2019,9,15,LA Chargers,50.00%
2019,9,15,Carolina,40.00%
2019,9,15,San Francisco,62.50%
2019,9,15,Tampa Bay,46.15%
2019,9,15,New Orleans,37.50%
2019,9,15,Dallas,45.45%
2019,9,15,Houston,64.29%
2019,9,15,Kansas City,68.42%
2019,9,15,NY Giants,64.71%
2019,9,15,Miami,45.45%
2019,9,15,Washington,57.14%
2019,9,15,Las Vegas,55.56%
2019,9,15,Atlanta,40.00%
2019,9,15,Cincinnati,33.33%
2019,9,8,Minnesota,57.14%
2019,9,8,NY Jets,45.45%
2019,9,8,Baltimore,35.29%
2019,9,8,Chicago,46.15%
2019,9,8,Seattle,36.36%
2019,9,8,LA Rams,25.00%
2019,9,8,Cleveland,23.08%
2019,9,8,Philadelphia,53.33%
2019,9,8,Buffalo,25.00%
2019,9,8,Pittsburgh,25.00%
2019,9,8,Tennessee,38.46%
2019,9,8,Detroit,31.25%
2019,9,8,Green Bay,50.00%
2019,9,8,Jacksonville,35.29%
2019,9,8,New England,23.08%
2019,9,8,Arizona,28.57%
2019,9,8,Denver,36.36%
2019,9,8,Indianapolis,28.57%
2019,9,8,LA Chargers,50.00%
2019,9,8,Carolina,40.00%
2019,9,8,San Francisco,62.50%
2019,9,8,Tampa Bay,46.15%
2019,9,8,New Orleans,37.50%
2019,9,8,Dallas,45.45%
2019,9,8,Houston,64.29%
2019,9,8,Kansas City,68.42%
2019,9,8,NY Giants,64.71%
2019,9,8,Miami,45.45%
2019,9,8,Washington,57.14%
2019,9,8,Las Vegas,55.56%
2019,9,8,Atlanta,40.00%
2019,9,8,Cincinnati,33.33%
2019,9,1,Minnesota,57.14%
2019,9,1,NY Jets,45.45%
2019,9,1,Baltimore,35.29%
2019,9,1,Chicago,46.15%
2019,9,1,Seattle,36.36%
2019,9,1,LA Rams,25.00%
2019,9,1,Cleveland,23.08%
2019,9,1,Philadelphia,53.33%
2019,9,1,Buffalo,25.00%
2019,9,1,Pittsburgh,25.00%
2019,9,1,Tennessee,38.46%
2019,9,1,Detroit,31.25%
2019,9,1,Green Bay,50.00%
2019,9,1,Jacksonville,35.29%
2019,9,1,New England,23.08%
2019,9,1,Arizona,28.57%
2019,9,1,Denver,36.36%
2019,9,1,Indianapolis,28.57%
2019,9,1,LA Chargers,50.00%
2019,9,1,Carolina,40.00%
2019,9,1,San Francisco,62.50%
2019,9,1,Tampa Bay,46.15%
2019,9,1,New Orleans,37.50%
2019,9,1,Dallas,45.45%
2019,9,1,Houston,64.29%
2019,9,1,Kansas City,68.42%
2019,9,1,NY Giants,64.71%
2019,9,1,Miami,45.45%
2019,9,1,Washington,57.14%
2019,9,1,Las Vegas,55.56%
2019,9,1,Atlanta,40.00%
2019,9,1,Cincinnati,33.33%
2019,2,24,Minnesota,57.14%
2019,2,24,NY Jets,45.45%
2019,2,24,Baltimore,35.29%
2019,2,24,Chicago,46.15%
2019,2,24,Seattle,36.36%
2019,2,24,LA Rams,25.00%
2019,2,24,Cleveland,23.08%
2019,2,24,Philadelphia,53.33%
2019,2,24,Buffalo,25.00%
2019,2,24,Pittsburgh,25.00%
2019,2,24,Tennessee,38.46%
2019,2,24,Detroit,31.25%
2019,2,24,Green Bay,50.00%
2019,2,24,Jacksonville,35.29%
2019,2,24,New England,23.08%
2019,2,24,Arizona,28.57%
2019,2,24,Denver,36.36%
2019,2,24,Indianapolis,28.57%
2019,2,24,LA Chargers,50.00%
2019,2,24,Carolina,40.00%
2019,2,24,San Francisco,62.50%
2019,2,24,Tampa Bay,46.15%
2019,2,24,New Orleans,37.50%
2019,2,24,Dallas,45.45%
2019,2,24,Houston,64.29%
2019,2,24,Kansas City,68.42%
2019,2,24,NY Giants,64.71%
2019,2,24,Miami,45.45%
2019,2,24,Washington,57.14%
2019,2,24,Las Vegas,55.56%
2019,2,24,Atlanta,40.00%
2019,2,24,Cincinnati,33.33%
2019,2,17,Minnesota,57.14%
2019,2,17,NY Jets,45.45%
2019,2,17,Baltimore,35.29%
2019,2,17,Chicago,46.15%
2019,2,17,Seattle,36.36%
2019,2,17,LA Rams,25.00%
2019,2,17,Cleveland,23.08%
2019,2,17,Philadelphia,53.33%
2019,2,17,Buffalo,25.00%
2019,2,17,Pittsburgh,25.00%
2019,2,17,Tennessee,38.46%
2019,2,17,Detroit,31.25%
2019,2,17,Green Bay,50.00%
2019,2,17,Jacksonville,35.29%
2019,2,17,New England,23.08%
2019,2,17,Arizona,28.57%
2019,2,17,Denver,36.36%
2019,2,17,Indianapolis,28.57%
2019,2,17,LA Chargers,50.00%
2019,2,17,Carolina,40.00%
2019,2,17,San Francisco,62.50%
2019,2,17,Tampa Bay,46.15%
2019,2,17,New Orleans,37.50%
2019,2,17,Dallas,45.45%
2019,2,17,Houston,64.29%
2019,2,17,Kansas City,68.42%
2019,2,17,NY Giants,64.71%
2019,2,17,Miami,45.45%
2019,2,17,Washington,57.14%
2019,2,17,Las Vegas,55.56%
2019,2,17,Atlanta,40.00%
2019,2,17,Cincinnati,33.33%
2019,2,10,Minnesota,57.14%
2019,2,10,NY Jets,45.45%
2019,2,10,Baltimore,35.29%
2019,2,10,Chicago,46.15%
2019,2,10,Seattle,36.36%
2019,2,10,LA Rams,25.00%
2019,2,10,Cleveland,23.08%
2019,2,10,Philadelphia,53.33%
2019,2,10,Buffalo,25.00%
2019,2,10,Pittsburgh,25.00%
2019,2,10,Tennessee,38.46%
2019,2,10,Detroit,31.25%
2019,2,10,Green Bay,50.00%
2019,2,10,Jacksonville,35.29%
2019,2,10,New England,23.08%
2019,2,10,Arizona,28.57%
2019,2,10,Denver,36.36%
2019,2,10,Indianapolis,28.57%
2019,2,10,LA Chargers,50.00%
2019,2,10,Carolina,40.00%
2019,2,10,San Francisco,62.50%
2019,2,10,Tampa Bay,46.15%
2019,2,10,New Orleans,37.50%
2019,2,10,Dallas,45.45%
2019,2,10,Houston,64.29%
2019,2,10,Kansas City,68.42%
2019,2,10,NY Giants,64.71%
2019,2,10,Miami,45.45%
2019,2,10,Washington,57.14%
2019,2,10,Las Vegas,55.56%
2019,2,10,Atlanta,40.00%
2019,2,10,Cincinnati,33.33%
2019,2,3,Minnesota,57.14%
2019,2,3,NY Jets,45.45%
2019,2,3,Baltimore,35.29%
2019,2,3,Chicago,46.15%
2019,2,3,Seattle,36.36%
2019,2,3,Cleveland,23.08%
2019,2,3,Philadelphia,53.33%
2019,2,3,LA Rams,42.86%
2019,2,3,Buffalo,25.00%
2019,2,3,Pittsburgh,25.00%
2019,2,3,Tennessee,38.46%
2019,2,3,Detroit,31.25%
2019,2,3,Green Bay,50.00%
2019,2,3,Jacksonville,35.29%
2019,2,3,Arizona,28.57%
2019,2,3,New England,44.44%
2019,2,3,Denver,36.36%
2019,2,3,Indianapolis,28.57%
2019,2,3,LA Chargers,50.00%
2019,2,3,Carolina,40.00%
2019,2,3,San Francisco,62.50%
2019,2,3,Tampa Bay,46.15%
2019,2,3,New Orleans,37.50%
2019,2,3,Dallas,45.45%
2019,2,3,Houston,64.29%
2019,2,3,Kansas City,68.42%
2019,2,3,NY Giants,64.71%
2019,2,3,Miami,45.45%
2019,2,3,Washington,57.14%
2019,2,3,Las Vegas,55.56%
2019,2,3,Atlanta,40.00%
2019,2,3,Cincinnati,33.33%
2019,1,27,Minnesota,57.14%
2019,1,27,NY Jets,45.45%
2019,1,27,Baltimore,35.29%
2019,1,27,Chicago,46.15%
2019,1,27,Seattle,36.36%
2019,1,27,Cleveland,23.08%
2019,1,27,Philadelphia,53.33%
2019,1,27,LA Rams,42.86%
2019,1,27,Buffalo,25.00%
2019,1,27,Pittsburgh,25.00%
2019,1,27,Tennessee,38.46%
2019,1,27,Detroit,31.25%
2019,1,27,Green Bay,50.00%
2019,1,27,Jacksonville,35.29%
2019,1,27,Arizona,28.57%
2019,1,27,New England,44.44%
2019,1,27,Denver,36.36%
2019,1,27,Indianapolis,28.57%
2019,1,27,LA Chargers,50.00%
2019,1,27,Carolina,40.00%
2019,1,27,San Francisco,62.50%
2019,1,27,Tampa Bay,46.15%
2019,1,27,New Orleans,37.50%
2019,1,27,Dallas,45.45%
2019,1,27,Houston,64.29%
2019,1,27,Kansas City,68.42%
2019,1,27,NY Giants,64.71%
2019,1,27,Miami,45.45%
2019,1,27,Washington,57.14%
2019,1,27,Las Vegas,55.56%
2019,1,27,Atlanta,40.00%
2019,1,27,Cincinnati,33.33%
2019,1,20,Minnesota,57.14%
2019,1,20,NY Jets,45.45%
2019,1,20,Baltimore,35.29%
2019,1,20,Chicago,46.15%
2019,1,20,Seattle,36.36%
2019,1,20,Cleveland,23.08%
2019,1,20,LA Rams,10.00%
2019,1,20,Philadelphia,53.33%
2019,1,20,Buffalo,25.00%
2019,1,20,Pittsburgh,25.00%
2019,1,20,Tennessee,38.46%
2019,1,20,Detroit,31.25%
2019,1,20,Green Bay,50.00%
2019,1,20,Jacksonville,35.29%
2019,1,20,Arizona,28.57%
2019,1,20,New England,38.46%
2019,1,20,Denver,36.36%
2019,1,20,Indianapolis,28.57%
2019,1,20,LA Chargers,50.00%
2019,1,20,Kansas City,0.00%
2019,1,20,Carolina,40.00%
2019,1,20,San Francisco,62.50%
2019,1,20,Tampa Bay,46.15%
2019,1,20,New Orleans,28.57%
2019,1,20,Dallas,45.45%
2019,1,20,Houston,64.29%
2019,1,20,NY Giants,64.71%
2019,1,20,Miami,45.45%
2019,1,20,Washington,57.14%
2019,1,20,Las Vegas,55.56%
2019,1,20,Atlanta,40.00%
2019,1,20,Cincinnati,33.33%
2019,1,13,Minnesota,57.14%
2019,1,13,NY Jets,45.45%
2019,1,13,Baltimore,35.29%
2019,1,13,Chicago,46.15%
2019,1,13,Philadelphia,31.25%
2019,1,13,Seattle,36.36%
2019,1,13,Cleveland,23.08%
2019,1,13,LA Rams,10.00%
2019,1,13,Buffalo,25.00%
2019,1,13,Pittsburgh,25.00%
2019,1,13,Tennessee,38.46%
2019,1,13,Detroit,31.25%
2019,1,13,Green Bay,50.00%
2019,1,13,Jacksonville,35.29%
2019,1,13,Arizona,28.57%
2019,1,13,New England,30.77%
2019,1,13,LA Chargers,33.33%
2019,1,13,Denver,36.36%
2019,1,13,Indianapolis,28.57%
2019,1,13,Kansas City,0.00%
2019,1,13,Carolina,40.00%
2019,1,13,San Francisco,62.50%
2019,1,13,Tampa Bay,46.15%
2019,1,13,Dallas,45.45%
2019,1,13,New Orleans,46.15%
2019,1,13,Houston,64.29%
2019,1,13,NY Giants,64.71%
2019,1,13,Miami,45.45%
2019,1,13,Washington,57.14%
2019,1,13,Las Vegas,55.56%
2019,1,13,Atlanta,40.00%
2019,1,13,Cincinnati,33.33%
2019,1,6,Minnesota,57.14%
2019,1,6,NY Jets,45.45%
2019,1,6,Baltimore,36.36%
2019,1,6,Chicago,9.09%
2019,1,6,Seattle,36.36%
2019,1,6,Philadelphia,0.00%
2019,1,6,Cleveland,23.08%
2019,1,6,Buffalo,25.00%
2019,1,6,Pittsburgh,25.00%
2019,1,6,Tennessee,38.46%
2019,1,6,Detroit,31.25%
2019,1,6,LA Rams,27.27%
2019,1,6,Green Bay,50.00%
2019,1,6,Jacksonville,35.29%
2019,1,6,Arizona,28.57%
2019,1,6,New England,30.77%
2019,1,6,Denver,36.36%
2019,1,6,LA Chargers,28.57%
2019,1,6,Carolina,40.00%
2019,1,6,Indianapolis,23.08%
2019,1,6,San Francisco,62.50%
2019,1,6,Tampa Bay,46.15%
2019,1,6,Dallas,15.38%
2019,1,6,New Orleans,46.15%
2019,1,6,Kansas City,40.00%
2019,1,6,Houston,64.29%
2019,1,6,NY Giants,64.71%
2019,1,6,Miami,45.45%
2019,1,6,Washington,57.14%
2019,1,6,Las Vegas,55.56%
2019,1,6,Atlanta,40.00%
2019,1,6,Cincinnati,33.33%
2018,12,30,Minnesota,20.00%
2018,12,30,NY Jets,41.67%
2018,12,30,Baltimore,23.08%
2018,12,30,Chicago,35.71%
2018,12,30,Pittsburgh,27.27%
2018,12,30,Kansas City,35.71%
2018,12,30,Seattle,37.50%
2018,12,30,Cleveland,33.33%
2018,12,30,Jacksonville,20.00%
2018,12,30,Philadelphia,41.67%
2018,12,30,Tampa Bay,12.50%
2018,12,30,Green Bay,50.00%
2018,12,30,Buffalo,38.46%
2018,12,30,Detroit,30.00%
2018,12,30,San Francisco,53.85%
2018,12,30,Arizona,42.86%
2018,12,30,New Orleans,50.00%
2018,12,30,Denver,35.71%
2018,12,30,Tennessee,36.36%
2018,12,30,Houston,33.33%
2018,12,30,Carolina,42.86%
2018,12,30,LA Chargers,33.33%
2018,12,30,Miami,33.33%
2018,12,30,LA Rams,50.00%
2018,12,30,Dallas,27.27%
2018,12,30,New England,42.86%
2018,12,30,Indianapolis,36.36%
2018,12,30,Washington,42.86%
2018,12,30,NY Giants,27.27%
2018,12,30,Las Vegas,61.54%
2018,12,30,Atlanta,45.45%
2018,12,30,Cincinnati,50.00%
2018,12,23,Minnesota,50.00%
2018,12,23,NY Jets,50.00%
2018,12,23,Chicago,35.71%
2018,12,23,Baltimore,42.86%
2018,12,23,Kansas City,35.71%
2018,12,23,Seattle,27.27%
2018,12,23,Pittsburgh,33.33%
2018,12,23,Cleveland,35.71%
2018,12,23,Philadelphia,54.55%
2018,12,23,Green Bay,40.00%
2018,12,23,San Francisco,41.67%
2018,12,23,Buffalo,8.33%
2018,12,23,New Orleans,33.33%
2018,12,23,Jacksonville,27.27%
2018,12,23,Arizona,33.33%
2018,12,23,Detroit,30.00%
2018,12,23,Tampa Bay,44.44%
2018,12,23,Carolina,33.33%
2018,12,23,Tennessee,50.00%
2018,12,23,Denver,60.00%
2018,12,23,Houston,40.00%
2018,12,23,LA Chargers,30.00%
2018,12,23,LA Rams,50.00%
2018,12,23,Miami,40.00%
2018,12,23,New England,41.67%
2018,12,23,Washington,42.86%
2018,12,23,Indianapolis,42.86%
2018,12,23,Dallas,36.36%
2018,12,23,Las Vegas,27.27%
2018,12,23,NY Giants,66.67%
2018,12,23,Atlanta,45.45%
2018,12,23,Cincinnati,50.00%
2018,12,16,Minnesota,26.67%
2018,12,16,NY Jets,50.00%
2018,12,16,Chicago,26.67%
2018,12,16,Baltimore,62.50%
2018,12,16,Philadelphia,50.00%
2018,12,16,Kansas City,50.00%
2018,12,16,Seattle,27.27%
2018,12,16,Cleveland,35.71%
2018,12,16,Pittsburgh,36.36%
2018,12,16,Green Bay,40.00%
2018,12,16,Denver,30.77%
2018,12,16,San Francisco,41.67%
2018,12,16,Buffalo,8.33%
2018,12,16,Tampa Bay,38.46%
2018,12,16,Tennessee,20.00%
2018,12,16,Detroit,40.00%
2018,12,16,Arizona,36.36%
2018,12,16,Jacksonville,54.55%
2018,12,16,New Orleans,0.00%
2018,12,16,Carolina,72.73%
2018,12,16,Houston,35.71%
2018,12,16,LA Rams,22.22%
2018,12,16,LA Chargers,33.33%
2018,12,16,Miami,40.00%
2018,12,16,New England,41.67%
2018,12,16,NY Giants,61.54%
2018,12,16,Indianapolis,52.94%
2018,12,16,Washington,60.00%
2018,12,16,Dallas,40.00%
2018,12,16,Las Vegas,20.00%
2018,12,16,Atlanta,50.00%
2018,12,16,Cincinnati,58.33%
2018,12,9,Minnesota,26.67%
2018,12,9,NY Jets,18.75%
2018,12,9,Philadelphia,42.86%
2018,12,9,Kansas City,38.46%
2018,12,9,Baltimore,62.50%
2018,12,9,Chicago,33.33%
2018,12,9,Seattle,22.22%
2018,12,9,Pittsburgh,36.36%
2018,12,9,Cleveland,60.00%
2018,12,9,San Francisco,25.00%
2018,12,9,Denver,30.77%
2018,12,9,Green Bay,36.36%
2018,12,9,Jacksonville,58.33%
2018,12,9,Tampa Bay,40.00%
2018,12,9,Detroit,37.50%
2018,12,9,Arizona,35.71%
2018,12,9,Carolina,72.73%
2018,12,9,Houston,35.71%
2018,12,9,NY Giants,40.00%
2018,12,9,Buffalo,27.27%
2018,12,9,Tennessee,45.45%
2018,12,9,Indianapolis,50.00%
2018,12,9,Washington,76.92%
2018,12,9,LA Rams,58.33%
2018,12,9,Miami,15.38%
2018,12,9,New Orleans,37.50%
2018,12,9,New England,46.15%
2018,12,9,LA Chargers,26.67%
2018,12,9,Dallas,78.57%
2018,12,9,Las Vegas,41.67%
2018,12,9,Atlanta,38.46%
2018,12,9,Cincinnati,55.56%
2018,12,2,Minnesota,44.44%
2018,12,2,Baltimore,50.00%
2018,12,2,Philadelphia,42.86%
2018,12,2,NY Jets,33.33%
2018,12,2,Kansas City,33.33%
2018,12,2,Cleveland,46.15%
2018,12,2,Carolina,50.00%
2018,12,2,Chicago,21.43%
2018,12,2,Washington,14.29%
2018,12,2,San Francisco,25.00%
2018,12,2,Pittsburgh,23.08%
2018,12,2,Seattle,60.00%
2018,12,2,Green Bay,44.44%
2018,12,2,Jacksonville,58.33%
2018,12,2,Denver,30.00%
2018,12,2,Tampa Bay,38.46%
2018,12,2,Detroit,50.00%
2018,12,2,Dallas,25.00%
2018,12,2,Arizona,35.71%
2018,12,2,LA Rams,22.22%
2018,12,2,Houston,30.77%
2018,12,2,NY Giants,40.00%
2018,12,2,Tennessee,44.44%
2018,12,2,Indianapolis,50.00%
2018,12,2,Buffalo,35.71%
2018,12,2,New England,28.57%
2018,12,2,New Orleans,50.00%
2018,12,2,LA Chargers,60.00%
2018,12,2,Miami,50.00%
2018,12,2,Las Vegas,41.67%
2018,12,2,Atlanta,41.67%
2018,12,2,Cincinnati,55.56%
2018,11,25,Minnesota,50.00%
2018,11,25,NY Jets,50.00%
2018,11,25,Chicago,35.71%
2018,11,25,Baltimore,42.86%
2018,11,25,Kansas City,35.71%
2018,11,25,Seattle,27.27%
2018,11,25,Pittsburgh,33.33%
2018,11,25,Cleveland,35.71%
2018,11,25,Philadelphia,54.55%
2018,11,25,Green Bay,40.00%
2018,11,25,San Francisco,41.67%
2018,11,25,Buffalo,8.33%
2018,11,25,New Orleans,33.33%
2018,11,25,Jacksonville,27.27%
2018,11,25,Arizona,33.33%
2018,11,25,Detroit,30.00%
2018,11,25,Tampa Bay,44.44%
2018,11,25,Carolina,33.33%
2018,11,25,Tennessee,50.00%
2018,11,25,Denver,60.00%
2018,11,25,Houston,40.00%
2018,11,25,LA Chargers,30.00%
2018,11,25,LA Rams,50.00%
2018,11,25,Miami,40.00%
2018,11,25,New England,41.67%
2018,11,25,Washington,42.86%
2018,11,25,Indianapolis,42.86%
2018,11,25,Dallas,36.36%
2018,11,25,Las Vegas,27.27%
2018,11,25,NY Giants,66.67%
2018,11,25,Atlanta,45.45%
2018,11,25,Cincinnati,50.00%
2018,11,18,Minnesota,26.67%
2018,11,18,NY Jets,50.00%
2018,11,18,Chicago,26.67%
2018,11,18,Baltimore,62.50%
2018,11,18,Philadelphia,50.00%
2018,11,18,Kansas City,50.00%
2018,11,18,Seattle,27.27%
2018,11,18,Cleveland,35.71%
2018,11,18,Pittsburgh,36.36%
2018,11,18,Green Bay,40.00%
2018,11,18,Denver,30.77%
2018,11,18,San Francisco,41.67%
2018,11,18,Buffalo,8.33%
2018,11,18,Tampa Bay,38.46%
2018,11,18,Tennessee,20.00%
2018,11,18,Detroit,40.00%
2018,11,18,Arizona,36.36%
2018,11,18,Jacksonville,54.55%
2018,11,18,New Orleans,0.00%
2018,11,18,Carolina,72.73%
2018,11,18,Houston,35.71%
2018,11,18,LA Rams,22.22%
2018,11,18,LA Chargers,33.33%
2018,11,18,Miami,40.00%
2018,11,18,New England,41.67%
2018,11,18,NY Giants,61.54%
2018,11,18,Indianapolis,52.94%
2018,11,18,Washington,60.00%
2018,11,18,Dallas,40.00%
2018,11,18,Las Vegas,20.00%
2018,11,18,Atlanta,50.00%
2018,11,18,Cincinnati,58.33%
2018,11,11,Minnesota,26.67%
2018,11,11,NY Jets,18.75%
2018,11,11,Philadelphia,42.86%
2018,11,11,Kansas City,38.46%
2018,11,11,Baltimore,62.50%
2018,11,11,Chicago,33.33%
2018,11,11,Seattle,22.22%
2018,11,11,Pittsburgh,36.36%
2018,11,11,Cleveland,60.00%
2018,11,11,San Francisco,25.00%
2018,11,11,Denver,30.77%
2018,11,11,Green Bay,36.36%
2018,11,11,Jacksonville,58.33%
2018,11,11,Tampa Bay,40.00%
2018,11,11,Detroit,37.50%
2018,11,11,Arizona,35.71%
2018,11,11,Carolina,72.73%
2018,11,11,Houston,35.71%
2018,11,11,NY Giants,40.00%
2018,11,11,Buffalo,27.27%
2018,11,11,Tennessee,45.45%
2018,11,11,Indianapolis,50.00%
2018,11,11,Washington,76.92%
2018,11,11,LA Rams,58.33%
2018,11,11,Miami,15.38%
2018,11,11,New Orleans,37.50%
2018,11,11,New England,46.15%
2018,11,11,LA Chargers,26.67%
2018,11,11,Dallas,78.57%
2018,11,11,Las Vegas,41.67%
2018,11,11,Atlanta,38.46%
2018,11,11,Cincinnati,55.56%
2018,11,4,Minnesota,44.44%
2018,11,4,Baltimore,50.00%
2018,11,4,Philadelphia,42.86%
2018,11,4,NY Jets,33.33%
2018,11,4,Kansas City,33.33%
2018,11,4,Cleveland,46.15%
2018,11,4,Carolina,50.00%
2018,11,4,Chicago,21.43%
2018,11,4,Washington,14.29%
2018,11,4,San Francisco,25.00%
2018,11,4,Pittsburgh,23.08%
2018,11,4,Seattle,60.00%
2018,11,4,Green Bay,44.44%
2018,11,4,Jacksonville,58.33%
2018,11,4,Denver,30.00%
2018,11,4,Tampa Bay,38.46%
2018,11,4,Detroit,50.00%
2018,11,4,Dallas,25.00%
2018,11,4,Arizona,35.71%
2018,11,4,LA Rams,22.22%
2018,11,4,Houston,30.77%
2018,11,4,NY Giants,40.00%
2018,11,4,Tennessee,44.44%
2018,11,4,Indianapolis,50.00%
2018,11,4,Buffalo,35.71%
2018,11,4,New England,28.57%
2018,11,4,New Orleans,50.00%
2018,11,4,LA Chargers,60.00%
2018,11,4,Miami,50.00%
2018,11,4,Las Vegas,41.67%
2018,11,4,Atlanta,41.67%
2018,11,4,Cincinnati,55.56%
2018,10,28,Minnesota,15.38%
2018,10,28,Baltimore,42.86%
2018,10,28,Philadelphia,45.45%
2018,10,28,Carolina,25.00%
2018,10,28,NY Jets,13.33%
2018,10,28,Cleveland,46.15%
2018,10,28,Kansas City,36.36%
2018,10,28,Seattle,33.33%
2018,10,28,Jacksonville,50.00%
2018,10,28,Green Bay,22.22%
2018,10,28,Detroit,54.55%
2018,10,28,San Francisco,41.67%
2018,10,28,Chicago,46.15%
2018,10,28,Tampa Bay,21.43%
2018,10,28,Denver,28.57%
2018,10,28,Dallas,25.00%
2018,10,28,Pittsburgh,50.00%
2018,10,28,Arizona,38.46%
2018,10,28,Houston,30.77%
2018,10,28,NY Giants,53.85%
2018,10,28,Indianapolis,22.22%
2018,10,28,Washington,35.71%
2018,10,28,Tennessee,44.44%
2018,10,28,New Orleans,41.67%
2018,10,28,LA Rams,27.27%
2018,10,28,Buffalo,53.85%
2018,10,28,New England,50.00%
2018,10,28,Las Vegas,69.23%
2018,10,28,LA Chargers,60.00%
2018,10,28,Miami,50.00%
2018,10,28,Atlanta,41.67%
2018,10,28,Cincinnati,75.00%
2018,10,21,Minnesota,0.00%
2018,10,21,Baltimore,10.00%
2018,10,21,Philadelphia,28.57%
2018,10,21,Cleveland,11.11%
2018,10,21,Jacksonville,41.18%
2018,10,21,Kansas City,53.85%
2018,10,21,Detroit,30.00%
2018,10,21,Seattle,33.33%
2018,10,21,Carolina,43.75%
2018,10,21,Green Bay,22.22%
2018,10,21,NY Jets,41.67%
2018,10,21,Chicago,47.06%
2018,10,21,San Francisco,30.77%
2018,10,21,NY Giants,56.25%
2018,10,21,Denver,28.57%
2018,10,21,Pittsburgh,50.00%
2018,10,21,Arizona,38.46%
2018,10,21,Houston,40.00%
2018,10,21,Tennessee,70.59%
2018,10,21,Dallas,36.36%
2018,10,21,Buffalo,23.08%
2018,10,21,New Orleans,30.77%
2018,10,21,Tampa Bay,61.54%
2018,10,21,Washington,33.33%
2018,10,21,LA Chargers,37.50%
2018,10,21,Indianapolis,40.00%
2018,10,21,New England,40.00%
2018,10,21,LA Rams,30.00%
2018,10,21,Las Vegas,69.23%
2018,10,21,Miami,66.67%
2018,10,21,Cincinnati,57.14%
2018,10,21,Atlanta,62.50%
2018,10,14,Baltimore,31.58%
2018,10,14,Kansas City,43.75%
