,year,month,day,team,ranking,DateTime,Expected
1129,2020,2,2,Green Bay,10,2020-02-02,
1130,2020,2,2,Seattle,11,2020-02-02,
1131,2020,2,2,Buffalo,12,2020-02-02,
1132,2020,2,2,LA Chargers,13,2020-02-02,
1133,2020,2,2,Houston,14,2020-02-02,
1134,2020,2,2,Philadelphia,15,2020-02-02,
1135,2020,2,2,Atlanta,16,2020-02-02,
1136,2020,2,2,Tampa Bay,17,2020-02-02,
1137,2020,2,2,Chicago,18,2020-02-02,
1138,2020,2,2,Pittsburgh,19,2020-02-02,
1139,2020,2,2,Indianapolis,20,2020-02-02,
1140,2020,2,2,Denver,21,2020-02-02,
1141,2020,2,2,Cleveland,22,2020-02-02,
1142,2020,2,2,Detroit,23,2020-02-02,
1143,2020,2,2,Jacksonville,24,2020-02-02,
1144,2020,2,2,Arizona,25,2020-02-02,
1145,2020,2,2,Carolina,26,2020-02-02,
1146,2020,2,2,Las Vegas,27,2020-02-02,
1147,2020,2,2,NY Jets,28,2020-02-02,
1148,2020,2,2,NY Giants,29,2020-02-02,
1149,2020,2,2,Cincinnati,30,2020-02-02,
1150,2020,2,2,Washington,31,2020-02-02,
1151,2020,2,2,Miami,32,2020-02-02,
1152,2020,1,26,Baltimore,1,2020-01-26,1.0
1153,2020,1,26,Kansas City,2,2020-01-26,2.0
1154,2020,1,26,San Francisco,3,2020-01-26,3.0
1155,2020,1,26,New England,4,2020-01-26,4.0
1156,2020,1,26,New Orleans,5,2020-01-26,5.0
1157,2020,1,26,Minnesota,6,2020-01-26,6.0
1158,2020,1,26,Tennessee,7,2020-01-26,7.0
1159,2020,1,26,Dallas,8,2020-01-26,8.0
1160,2020,1,26,LA Rams,9,2020-01-26,9.0
1161,2020,1,26,Green Bay,10,2020-01-26,10.0
1162,2020,1,26,Seattle,11,2020-01-26,11.0
1163,2020,1,26,Buffalo,12,2020-01-26,12.0
1164,2020,1,26,LA Chargers,13,2020-01-26,13.0
1165,2020,1,26,Houston,14,2020-01-26,14.0
1166,2020,1,26,Philadelphia,15,2020-01-26,15.0
1167,2020,1,26,Atlanta,16,2020-01-26,16.0
1168,2020,1,26,Tampa Bay,17,2020-01-26,17.0
1169,2020,1,26,Chicago,18,2020-01-26,18.0
1170,2020,1,26,Pittsburgh,19,2020-01-26,19.0
1171,2020,1,26,Indianapolis,20,2020-01-26,20.0
1172,2020,1,26,Denver,21,2020-01-26,21.0
1173,2020,1,26,Cleveland,22,2020-01-26,22.0
1174,2020,1,26,Detroit,23,2020-01-26,23.0
1175,2020,1,26,Jacksonville,24,2020-01-26,24.0
1176,2020,1,26,Arizona,25,2020-01-26,25.0
1177,2020,1,26,Carolina,26,2020-01-26,26.0
1178,2020,1,26,Las Vegas,27,2020-01-26,27.0
1179,2020,1,26,NY Jets,28,2020-01-26,28.0
1180,2020,1,26,NY Giants,29,2020-01-26,29.0
1181,2020,1,26,Cincinnati,30,2020-01-26,30.0
1182,2020,1,26,Washington,31,2020-01-26,31.0
1183,2020,1,26,Miami,32,2020-01-26,32.0
1184,2020,1,19,Baltimore,1,2020-01-19,1.0
1185,2020,1,19,Kansas City,2,2020-01-19,2.0
1186,2020,1,19,San Francisco,3,2020-01-19,3.0
1187,2020,1,19,New England,4,2020-01-19,4.0
1188,2020,1,19,New Orleans,5,2020-01-19,5.0
1189,2020,1,19,Minnesota,6,2020-01-19,6.0
1190,2020,1,19,Tennessee,7,2020-01-19,7.0
1191,2020,1,19,Dallas,8,2020-01-19,8.0
1192,2020,1,19,LA Rams,9,2020-01-19,9.0
1193,2020,1,19,Green Bay,10,2020-01-19,10.0
1194,2020,1,19,Seattle,11,2020-01-19,11.0
1195,2020,1,19,Buffalo,12,2020-01-19,12.0
1196,2020,1,19,LA Chargers,13,2020-01-19,13.0
1197,2020,1,19,Houston,14,2020-01-19,14.0
1198,2020,1,19,Philadelphia,15,2020-01-19,15.0
1199,2020,1,19,Atlanta,16,2020-01-19,16.0
1200,2020,1,19,Tampa Bay,17,2020-01-19,17.0
1201,2020,1,19,Chicago,18,2020-01-19,18.0
1202,2020,1,19,Pittsburgh,19,2020-01-19,19.0
1203,2020,1,19,Indianapolis,20,2020-01-19,20.0
1204,2020,1,19,Denver,21,2020-01-19,21.0
1205,2020,1,19,Cleveland,22,2020-01-19,22.0
1206,2020,1,19,Detroit,23,2020-01-19,23.0
1207,2020,1,19,Jacksonville,24,2020-01-19,24.0
1208,2020,1,19,Arizona,25,2020-01-19,25.0
1209,2020,1,19,Carolina,26,2020-01-19,26.0
1210,2020,1,19,Las Vegas,27,2020-01-19,27.0
1211,2020,1,19,NY Jets,28,2020-01-19,28.0
1212,2020,1,19,NY Giants,29,2020-01-19,29.0
1213,2020,1,19,Cincinnati,30,2020-01-19,30.0
1214,2020,1,19,Washington,31,2020-01-19,31.0
1215,2020,1,19,Miami,32,2020-01-19,32.0
1216,2020,1,12,Baltimore,1,2020-01-12,1.0
1217,2020,1,12,Kansas City,2,2020-01-12,2.0
1218,2020,1,12,San Francisco,3,2020-01-12,3.0
1219,2020,1,12,New England,4,2020-01-12,4.0
1220,2020,1,12,New Orleans,5,2020-01-12,5.0
1221,2020,1,12,Minnesota,6,2020-01-12,6.0
1222,2020,1,12,Tennessee,7,2020-01-12,7.0
1223,2020,1,12,Dallas,8,2020-01-12,8.0
1224,2020,1,12,LA Rams,9,2020-01-12,9.0
1225,2020,1,12,Green Bay,10,2020-01-12,10.0
1226,2020,1,12,Seattle,11,2020-01-12,11.0
1227,2020,1,12,Houston,12,2020-01-12,14.0
1228,2020,1,12,Buffalo,13,2020-01-12,12.0
1229,2020,1,12,LA Chargers,14,2020-01-12,13.0
1230,2020,1,12,Philadelphia,15,2020-01-12,15.0
1231,2020,1,12,Atlanta,16,2020-01-12,16.0
1232,2020,1,12,Tampa Bay,17,2020-01-12,17.0
1233,2020,1,12,Chicago,18,2020-01-12,18.0
1234,2020,1,12,Pittsburgh,19,2020-01-12,19.0
1235,2020,1,12,Indianapolis,20,2020-01-12,20.0
1236,2020,1,12,Denver,21,2020-01-12,21.0
1237,2020,1,12,Cleveland,22,2020-01-12,22.0
1238,2020,1,12,Detroit,23,2020-01-12,23.0
1239,2020,1,12,Jacksonville,24,2020-01-12,24.0
1240,2020,1,12,Arizona,25,2020-01-12,25.0
1241,2020,1,12,Carolina,26,2020-01-12,26.0
1242,2020,1,12,Las Vegas,27,2020-01-12,27.0
1243,2020,1,12,NY Jets,28,2020-01-12,28.0
1244,2020,1,12,NY Giants,29,2020-01-12,29.0
1245,2020,1,12,Cincinnati,30,2020-01-12,30.0
1246,2020,1,12,Washington,31,2020-01-12,31.0
1247,2020,1,12,Miami,32,2020-01-12,32.0
1248,2020,1,5,Baltimore,1,2020-01-05,1.0
1249,2020,1,5,Kansas City,2,2020-01-05,2.0
1250,2020,1,5,New England,3,2020-01-05,4.0
1251,2020,1,5,San Francisco,4,2020-01-05,3.0
1252,2020,1,5,New Orleans,5,2020-01-05,5.0
1253,2020,1,5,Minnesota,6,2020-01-05,6.0
1254,2020,1,5,Dallas,7,2020-01-05,8.0
1255,2020,1,5,Tennessee,8,2020-01-05,7.0
1256,2020,1,5,LA Rams,9,2020-01-05,9.0
1257,2020,1,5,Green Bay,10,2020-01-05,10.0
1258,2020,1,5,Seattle,11,2020-01-05,11.0
1259,2020,1,5,Philadelphia,12,2020-01-05,15.0
1260,2020,1,5,Houston,13,2020-01-05,12.0
1261,2020,1,5,Buffalo,14,2020-01-05,13.0
1262,2020,1,5,LA Chargers,15,2020-01-05,14.0
1263,2020,1,5,Atlanta,16,2020-01-05,16.0
1264,2020,1,5,Tampa Bay,17,2020-01-05,17.0
1265,2020,1,5,Chicago,18,2020-01-05,18.0
1266,2020,1,5,Pittsburgh,19,2020-01-05,19.0
1267,2020,1,5,Indianapolis,20,2020-01-05,20.0
1268,2020,1,5,Denver,21,2020-01-05,21.0
1269,2020,1,5,Cleveland,22,2020-01-05,22.0
1270,2020,1,5,Detroit,23,2020-01-05,23.0
1271,2020,1,5,Arizona,24,2020-01-05,25.0
1272,2020,1,5,Jacksonville,25,2020-01-05,24.0
1273,2020,1,5,Carolina,26,2020-01-05,26.0
1274,2020,1,5,Las Vegas,27,2020-01-05,27.0
1275,2020,1,5,NY Jets,28,2020-01-05,28.0
1276,2020,1,5,NY Giants,29,2020-01-05,29.0
1277,2020,1,5,Cincinnati,30,2020-01-05,30.0
1278,2020,1,5,Washington,31,2020-01-05,31.0
1279,2020,1,5,Miami,32,2020-01-05,32.0
1280,2019,12,29,New England,1,2019-12-29,3.0
1281,2019,12,29,Baltimore,2,2019-12-29,1.0
1282,2019,12,29,San Francisco,3,2019-12-29,4.0
1283,2019,12,29,Kansas City,4,2019-12-29,2.0
1284,2019,12,29,Minnesota,5,2019-12-29,6.0
1285,2019,12,29,Dallas,6,2019-12-29,7.0
1286,2019,12,29,New Orleans,7,2019-12-29,5.0
1287,2019,12,29,Seattle,8,2019-12-29,11.0
1288,2019,12,29,LA Rams,9,2019-12-29,9.0
1289,2019,12,29,Green Bay,10,2019-12-29,10.0
1290,2019,12,29,Houston,11,2019-12-29,13.0
1291,2019,12,29,Tennessee,12,2019-12-29,8.0
1292,2019,12,29,LA Chargers,13,2019-12-29,15.0
1293,2019,12,29,Philadelphia,14,2019-12-29,12.0
1294,2019,12,29,Buffalo,15,2019-12-29,14.0
1295,2019,12,29,Pittsburgh,16,2019-12-29,19.0
1296,2019,12,29,Cleveland,17,2019-12-29,22.0
1297,2019,12,29,Indianapolis,18,2019-12-29,20.0
1298,2019,12,29,Chicago,19,2019-12-29,18.0
1299,2019,12,29,Carolina,20,2019-12-29,26.0
1300,2019,12,29,Tampa Bay,21,2019-12-29,17.0
1301,2019,12,29,Atlanta,22,2019-12-29,16.0
1302,2019,12,29,Denver,23,2019-12-29,21.0
1303,2019,12,29,Jacksonville,24,2019-12-29,25.0
1304,2019,12,29,Detroit,25,2019-12-29,23.0
1305,2019,12,29,Las Vegas,26,2019-12-29,27.0
1306,2019,12,29,Arizona,27,2019-12-29,24.0
1307,2019,12,29,NY Jets,28,2019-12-29,28.0
1308,2019,12,29,NY Giants,29,2019-12-29,29.0
1309,2019,12,29,Cincinnati,30,2019-12-29,30.0
1310,2019,12,29,Washington,31,2019-12-29,31.0
1311,2019,12,29,Miami,32,2019-12-29,32.0
1312,2019,12,22,New England,1,2019-12-22,1.0
1313,2019,12,22,Baltimore,2,2019-12-22,2.0
1314,2019,12,22,San Francisco,3,2019-12-22,3.0
1315,2019,12,22,Kansas City,4,2019-12-22,4.0
1316,2019,12,22,Minnesota,5,2019-12-22,5.0
1317,2019,12,22,LA Rams,6,2019-12-22,9.0
1318,2019,12,22,Green Bay,7,2019-12-22,10.0
1319,2019,12,22,Dallas,8,2019-12-22,6.0
1320,2019,12,22,New Orleans,9,2019-12-22,7.0
1321,2019,12,22,Seattle,10,2019-12-22,8.0
1322,2019,12,22,Houston,11,2019-12-22,11.0
1323,2019,12,22,Philadelphia,12,2019-12-22,14.0
1324,2019,12,22,LA Chargers,13,2019-12-22,13.0
1325,2019,12,22,Chicago,14,2019-12-22,19.0
1326,2019,12,22,Pittsburgh,15,2019-12-22,16.0
1327,2019,12,22,Tennessee,16,2019-12-22,12.0
1328,2019,12,22,Indianapolis,17,2019-12-22,18.0
1329,2019,12,22,Cleveland,18,2019-12-22,17.0
1330,2019,12,22,Atlanta,19,2019-12-22,22.0
1331,2019,12,22,Buffalo,20,2019-12-22,15.0
1332,2019,12,22,Carolina,21,2019-12-22,20.0
1333,2019,12,22,Denver,22,2019-12-22,23.0
1334,2019,12,22,Detroit,23,2019-12-22,25.0
1335,2019,12,22,Jacksonville,24,2019-12-22,24.0
1336,2019,12,22,Tampa Bay,25,2019-12-22,21.0
1337,2019,12,22,Las Vegas,26,2019-12-22,26.0
1338,2019,12,22,Arizona,27,2019-12-22,27.0
1339,2019,12,22,NY Jets,28,2019-12-22,28.0
1340,2019,12,22,NY Giants,29,2019-12-22,29.0
1341,2019,12,22,Cincinnati,30,2019-12-22,30.0
1342,2019,12,22,Washington,31,2019-12-22,31.0
1343,2019,12,22,Miami,32,2019-12-22,32.0
1344,2019,12,15,New England,1,2019-12-15,1.0
1345,2019,12,15,San Francisco,2,2019-12-15,3.0
1346,2019,12,15,Baltimore,3,2019-12-15,2.0
1347,2019,12,15,Kansas City,4,2019-12-15,4.0
1348,2019,12,15,Minnesota,5,2019-12-15,5.0
1349,2019,12,15,LA Rams,6,2019-12-15,6.0
1350,2019,12,15,Green Bay,7,2019-12-15,7.0
1351,2019,12,15,Houston,8,2019-12-15,11.0
1352,2019,12,15,Dallas,9,2019-12-15,8.0
1353,2019,12,15,New Orleans,10,2019-12-15,9.0
1354,2019,12,15,Seattle,11,2019-12-15,10.0
1355,2019,12,15,LA Chargers,12,2019-12-15,13.0
1356,2019,12,15,Philadelphia,13,2019-12-15,12.0
1357,2019,12,15,Carolina,14,2019-12-15,21.0
1358,2019,12,15,Chicago,15,2019-12-15,14.0
1359,2019,12,15,Tennessee,16,2019-12-15,16.0
1360,2019,12,15,Pittsburgh,17,2019-12-15,15.0
1361,2019,12,15,Cleveland,18,2019-12-15,18.0
1362,2019,12,15,Indianapolis,19,2019-12-15,17.0
1363,2019,12,15,Jacksonville,20,2019-12-15,24.0
1364,2019,12,15,Tampa Bay,21,2019-12-15,25.0
1365,2019,12,15,Detroit,22,2019-12-15,23.0
1366,2019,12,15,Denver,23,2019-12-15,22.0
1367,2019,12,15,Buffalo,24,2019-12-15,20.0
1368,2019,12,15,Las Vegas,25,2019-12-15,26.0
1369,2019,12,15,Atlanta,26,2019-12-15,19.0
1370,2019,12,15,Arizona,27,2019-12-15,27.0
1371,2019,12,15,NY Giants,28,2019-12-15,29.0
1372,2019,12,15,NY Jets,29,2019-12-15,28.0
1373,2019,12,15,Washington,30,2019-12-15,31.0
1374,2019,12,15,Cincinnati,31,2019-12-15,30.0
1375,2019,12,15,Miami,32,2019-12-15,32.0
1376,2019,12,8,New England,1,2019-12-08,1.0
1377,2019,12,8,San Francisco,2,2019-12-08,2.0
1378,2019,12,8,Kansas City,3,2019-12-08,4.0
1379,2019,12,8,Baltimore,4,2019-12-08,3.0
1380,2019,12,8,Minnesota,5,2019-12-08,5.0
1381,2019,12,8,LA Rams,6,2019-12-08,6.0
1382,2019,12,8,New Orleans,7,2019-12-08,10.0
1383,2019,12,8,Houston,8,2019-12-08,8.0
1384,2019,12,8,Green Bay,9,2019-12-08,7.0
1385,2019,12,8,Dallas,10,2019-12-08,9.0
1386,2019,12,8,LA Chargers,11,2019-12-08,12.0
1387,2019,12,8,Philadelphia,12,2019-12-08,13.0
1388,2019,12,8,Seattle,13,2019-12-08,11.0
1389,2019,12,8,Carolina,14,2019-12-08,14.0
1390,2019,12,8,Chicago,15,2019-12-08,15.0
1391,2019,12,8,Pittsburgh,16,2019-12-08,17.0
1392,2019,12,8,Indianapolis,17,2019-12-08,19.0
1393,2019,12,8,Tennessee,18,2019-12-08,16.0
1394,2019,12,8,Tampa Bay,19,2019-12-08,21.0
1395,2019,12,8,Jacksonville,20,2019-12-08,20.0
1396,2019,12,8,Cleveland,21,2019-12-08,18.0
1397,2019,12,8,Detroit,22,2019-12-08,22.0
1398,2019,12,8,Denver,23,2019-12-08,23.0
1399,2019,12,8,Buffalo,24,2019-12-08,24.0
1400,2019,12,8,Las Vegas,25,2019-12-08,25.0
1401,2019,12,8,Atlanta,26,2019-12-08,26.0
1402,2019,12,8,Arizona,27,2019-12-08,27.0
1403,2019,12,8,Cincinnati,28,2019-12-08,31.0
1404,2019,12,8,NY Giants,29,2019-12-08,28.0
1405,2019,12,8,Washington,30,2019-12-08,30.0
1406,2019,12,8,NY Jets,31,2019-12-08,29.0
1407,2019,12,8,Miami,32,2019-12-08,32.0
1408,2019,12,1,New England,1,2019-12-01,1.0
1409,2019,12,1,San Francisco,2,2019-12-01,2.0
1410,2019,12,1,Kansas City,3,2019-12-01,3.0
1411,2019,12,1,Minnesota,4,2019-12-01,5.0
1412,2019,12,1,Green Bay,5,2019-12-01,9.0
1413,2019,12,1,LA Rams,6,2019-12-01,6.0
1414,2019,12,1,New Orleans,7,2019-12-01,7.0
1415,2019,12,1,Baltimore,8,2019-12-01,4.0
1416,2019,12,1,Dallas,9,2019-12-01,10.0
1417,2019,12,1,Houston,10,2019-12-01,8.0
1418,2019,12,1,Philadelphia,11,2019-12-01,12.0
1419,2019,12,1,Chicago,12,2019-12-01,15.0
1420,2019,12,1,Seattle,13,2019-12-01,13.0
1421,2019,12,1,Carolina,14,2019-12-01,14.0
1422,2019,12,1,LA Chargers,15,2019-12-01,11.0
1423,2019,12,1,Jacksonville,16,2019-12-01,20.0
1424,2019,12,1,Pittsburgh,17,2019-12-01,16.0
1425,2019,12,1,Tennessee,18,2019-12-01,18.0
1426,2019,12,1,Indianapolis,19,2019-12-01,17.0
1427,2019,12,1,Tampa Bay,20,2019-12-01,19.0
1428,2019,12,1,Cleveland,21,2019-12-01,21.0
1429,2019,12,1,Detroit,22,2019-12-01,22.0
1430,2019,12,1,Denver,23,2019-12-01,23.0
1431,2019,12,1,Buffalo,24,2019-12-01,24.0
1432,2019,12,1,Las Vegas,25,2019-12-01,25.0
1433,2019,12,1,Atlanta,26,2019-12-01,26.0
1434,2019,12,1,Arizona,27,2019-12-01,27.0
1435,2019,12,1,NY Giants,28,2019-12-01,29.0
1436,2019,12,1,Cincinnati,29,2019-12-01,28.0
1437,2019,12,1,NY Jets,30,2019-12-01,31.0
1438,2019,12,1,Washington,31,2019-12-01,30.0
1439,2019,12,1,Miami,32,2019-12-01,32.0
1440,2019,11,24,New England,1,2019-11-24,1.0
1441,2019,11,24,Baltimore,2,2019-11-24,8.0
1442,2019,11,24,San Francisco,3,2019-11-24,2.0
1443,2019,11,24,Kansas City,4,2019-11-24,3.0
1444,2019,11,24,Minnesota,5,2019-11-24,4.0
1445,2019,11,24,LA Rams,6,2019-11-24,6.0
1446,2019,11,24,Green Bay,7,2019-11-24,5.0
1447,2019,11,24,Dallas,8,2019-11-24,9.0
1448,2019,11,24,New Orleans,9,2019-11-24,7.0
1449,2019,11,24,Seattle,10,2019-11-24,13.0
1450,2019,11,24,Houston,11,2019-11-24,10.0
1451,2019,11,24,Philadelphia,12,2019-11-24,11.0
1452,2019,11,24,LA Chargers,13,2019-11-24,15.0
1453,2019,11,24,Chicago,14,2019-11-24,12.0
1454,2019,11,24,Pittsburgh,15,2019-11-24,17.0
1455,2019,11,24,Tennessee,16,2019-11-24,18.0
1456,2019,11,24,Indianapolis,17,2019-11-24,19.0
1457,2019,11,24,Cleveland,18,2019-11-24,21.0
1458,2019,11,24,Atlanta,19,2019-11-24,26.0
1459,2019,11,24,Buffalo,20,2019-11-24,24.0
1460,2019,11,24,Carolina,21,2019-11-24,14.0
1461,2019,11,24,Denver,22,2019-11-24,23.0
1462,2019,11,24,Detroit,23,2019-11-24,22.0
1463,2019,11,24,Jacksonville,24,2019-11-24,16.0
1464,2019,11,24,Tampa Bay,25,2019-11-24,20.0
1465,2019,11,24,Las Vegas,26,2019-11-24,25.0
1466,2019,11,24,Arizona,27,2019-11-24,27.0
1467,2019,11,24,NY Jets,28,2019-11-24,30.0
1468,2019,11,24,NY Giants,29,2019-11-24,28.0
1469,2019,11,24,Cincinnati,30,2019-11-24,29.0
1470,2019,11,24,Washington,31,2019-11-24,31.0
1471,2019,11,24,Miami,32,2019-11-24,32.0
1472,2019,11,17,New England,1,2019-11-17,1.0
1473,2019,11,17,San Francisco,2,2019-11-17,3.0
1474,2019,11,17,Baltimore,3,2019-11-17,2.0
1475,2019,11,17,Kansas City,4,2019-11-17,4.0
1476,2019,11,17,Minnesota,5,2019-11-17,5.0
1477,2019,11,17,LA Rams,6,2019-11-17,6.0
1478,2019,11,17,Green Bay,7,2019-11-17,7.0
1479,2019,11,17,Houston,8,2019-11-17,11.0
1480,2019,11,17,Dallas,9,2019-11-17,8.0
1481,2019,11,17,New Orleans,10,2019-11-17,9.0
1482,2019,11,17,Seattle,11,2019-11-17,10.0
1483,2019,11,17,LA Chargers,12,2019-11-17,13.0
1484,2019,11,17,Philadelphia,13,2019-11-17,12.0
1485,2019,11,17,Carolina,14,2019-11-17,21.0
1486,2019,11,17,Chicago,15,2019-11-17,14.0
1487,2019,11,17,Tennessee,16,2019-11-17,16.0
1488,2019,11,17,Pittsburgh,17,2019-11-17,15.0
1489,2019,11,17,Cleveland,18,2019-11-17,18.0
1490,2019,11,17,Indianapolis,19,2019-11-17,17.0
1491,2019,11,17,Jacksonville,20,2019-11-17,24.0
1492,2019,11,17,Tampa Bay,21,2019-11-17,25.0
1493,2019,11,17,Detroit,22,2019-11-17,23.0
1494,2019,11,17,Denver,23,2019-11-17,22.0
1495,2019,11,17,Buffalo,24,2019-11-17,20.0
1496,2019,11,17,Las Vegas,25,2019-11-17,26.0
1497,2019,11,17,Atlanta,26,2019-11-17,19.0
1498,2019,11,17,Arizona,27,2019-11-17,27.0
1499,2019,11,17,NY Giants,28,2019-11-17,29.0
1500,2019,11,17,NY Jets,29,2019-11-17,28.0
1501,2019,11,17,Washington,30,2019-11-17,31.0
1502,2019,11,17,Cincinnati,31,2019-11-17,30.0
1503,2019,11,17,Miami,32,2019-11-17,32.0
1504,2019,11,10,New England,1,2019-11-10,1.0
1505,2019,11,10,San Francisco,2,2019-11-10,2.0
1506,2019,11,10,Kansas City,3,2019-11-10,4.0
1507,2019,11,10,Baltimore,4,2019-11-10,3.0
1508,2019,11,10,Minnesota,5,2019-11-10,5.0
1509,2019,11,10,LA Rams,6,2019-11-10,6.0
1510,2019,11,10,New Orleans,7,2019-11-10,10.0
1511,2019,11,10,Houston,8,2019-11-10,8.0
1512,2019,11,10,Green Bay,9,2019-11-10,7.0
1513,2019,11,10,Dallas,10,2019-11-10,9.0
1514,2019,11,10,LA Chargers,11,2019-11-10,12.0
1515,2019,11,10,Philadelphia,12,2019-11-10,13.0
1516,2019,11,10,Seattle,13,2019-11-10,11.0
1517,2019,11,10,Carolina,14,2019-11-10,14.0
1518,2019,11,10,Chicago,15,2019-11-10,15.0
1519,2019,11,10,Pittsburgh,16,2019-11-10,17.0
1520,2019,11,10,Indianapolis,17,2019-11-10,19.0
1521,2019,11,10,Tennessee,18,2019-11-10,16.0
1522,2019,11,10,Tampa Bay,19,2019-11-10,21.0
1523,2019,11,10,Jacksonville,20,2019-11-10,20.0
1524,2019,11,10,Cleveland,21,2019-11-10,18.0
1525,2019,11,10,Detroit,22,2019-11-10,22.0
1526,2019,11,10,Denver,23,2019-11-10,23.0
1527,2019,11,10,Buffalo,24,2019-11-10,24.0
1528,2019,11,10,Las Vegas,25,2019-11-10,25.0
1529,2019,11,10,Atlanta,26,2019-11-10,26.0
1530,2019,11,10,Arizona,27,2019-11-10,27.0
1531,2019,11,10,Cincinnati,28,2019-11-10,31.0
1532,2019,11,10,NY Giants,29,2019-11-10,28.0
1533,2019,11,10,Washington,30,2019-11-10,30.0
1534,2019,11,10,NY Jets,31,2019-11-10,29.0
1535,2019,11,10,Miami,32,2019-11-10,32.0
1536,2019,11,3,New England,1,2019-11-03,1.0
1537,2019,11,3,San Francisco,2,2019-11-03,2.0
1538,2019,11,3,Kansas City,3,2019-11-03,3.0
1539,2019,11,3,Minnesota,4,2019-11-03,5.0
1540,2019,11,3,Green Bay,5,2019-11-03,9.0
1541,2019,11,3,LA Rams,6,2019-11-03,6.0
1542,2019,11,3,New Orleans,7,2019-11-03,7.0
1543,2019,11,3,Baltimore,8,2019-11-03,4.0
1544,2019,11,3,Dallas,9,2019-11-03,10.0
1545,2019,11,3,Houston,10,2019-11-03,8.0
1546,2019,11,3,Philadelphia,11,2019-11-03,12.0
1547,2019,11,3,Chicago,12,2019-11-03,15.0
1548,2019,11,3,Seattle,13,2019-11-03,13.0
1549,2019,11,3,Carolina,14,2019-11-03,14.0
1550,2019,11,3,LA Chargers,15,2019-11-03,11.0
1551,2019,11,3,Jacksonville,16,2019-11-03,20.0
1552,2019,11,3,Pittsburgh,17,2019-11-03,16.0
1553,2019,11,3,Tennessee,18,2019-11-03,18.0
1554,2019,11,3,Indianapolis,19,2019-11-03,17.0
1555,2019,11,3,Tampa Bay,20,2019-11-03,19.0
1556,2019,11,3,Cleveland,21,2019-11-03,21.0
1557,2019,11,3,Detroit,22,2019-11-03,22.0
1558,2019,11,3,Denver,23,2019-11-03,23.0
1559,2019,11,3,Buffalo,24,2019-11-03,24.0
1560,2019,11,3,Las Vegas,25,2019-11-03,25.0
1561,2019,11,3,Atlanta,26,2019-11-03,26.0
1562,2019,11,3,Arizona,27,2019-11-03,27.0
1563,2019,11,3,NY Giants,28,2019-11-03,29.0
1564,2019,11,3,Cincinnati,29,2019-11-03,28.0
1565,2019,11,3,NY Jets,30,2019-11-03,31.0
1566,2019,11,3,Washington,31,2019-11-03,30.0
1567,2019,11,3,Miami,32,2019-11-03,32.0
1568,2019,10,27,New England,1,2019-10-27,1.0
1569,2019,10,27,San Francisco,2,2019-10-27,2.0
1570,2019,10,27,Kansas City,3,2019-10-27,3.0
1571,2019,10,27,Minnesota,4,2019-10-27,4.0
1572,2019,10,27,LA Rams,5,2019-10-27,6.0
1573,2019,10,27,Green Bay,6,2019-10-27,5.0
1574,2019,10,27,New Orleans,7,2019-10-27,7.0
1575,2019,10,27,Baltimore,8,2019-10-27,8.0
1576,2019,10,27,Houston,9,2019-10-27,10.0
1577,2019,10,27,Carolina,10,2019-10-27,14.0
1578,2019,10,27,Dallas,11,2019-10-27,9.0
1579,2019,10,27,Chicago,12,2019-10-27,12.0
1580,2019,10,27,Pittsburgh,13,2019-10-27,17.0
1581,2019,10,27,Seattle,14,2019-10-27,13.0
1582,2019,10,27,Jacksonville,15,2019-10-27,16.0
1583,2019,10,27,LA Chargers,16,2019-10-27,15.0
1584,2019,10,27,Tennessee,17,2019-10-27,18.0
1585,2019,10,27,Indianapolis,18,2019-10-27,19.0
1586,2019,10,27,Tampa Bay,19,2019-10-27,20.0
1587,2019,10,27,Philadelphia,20,2019-10-27,11.0
1588,2019,10,27,Buffalo,21,2019-10-27,24.0
1589,2019,10,27,Detroit,22,2019-10-27,22.0
1590,2019,10,27,Cleveland,23,2019-10-27,21.0
1591,2019,10,27,Denver,24,2019-10-27,23.0
1592,2019,10,27,Las Vegas,25,2019-10-27,25.0
1593,2019,10,27,Atlanta,26,2019-10-27,26.0
1594,2019,10,27,Arizona,27,2019-10-27,27.0
1595,2019,10,27,NY Giants,28,2019-10-27,28.0
1596,2019,10,27,Cincinnati,29,2019-10-27,29.0
1597,2019,10,27,NY Jets,30,2019-10-27,30.0
1598,2019,10,27,Washington,31,2019-10-27,31.0
1599,2019,10,27,Miami,32,2019-10-27,32.0
1600,2019,10,20,New England,1,2019-10-20,1.0
1601,2019,10,20,San Francisco,2,2019-10-20,2.0
1602,2019,10,20,Kansas City,3,2019-10-20,3.0
1603,2019,10,20,Minnesota,4,2019-10-20,4.0
1604,2019,10,20,Houston,5,2019-10-20,9.0
1605,2019,10,20,Green Bay,6,2019-10-20,6.0
1606,2019,10,20,LA Rams,7,2019-10-20,5.0
1607,2019,10,20,Carolina,8,2019-10-20,10.0
1608,2019,10,20,New Orleans,9,2019-10-20,7.0
1609,2019,10,20,Baltimore,10,2019-10-20,8.0
1610,2019,10,20,Chicago,11,2019-10-20,12.0
1611,2019,10,20,Philadelphia,12,2019-10-20,20.0
1612,2019,10,20,Seattle,13,2019-10-20,14.0
1613,2019,10,20,Dallas,14,2019-10-20,11.0
1614,2019,10,20,Pittsburgh,15,2019-10-20,13.0
1615,2019,10,20,Tennessee,16,2019-10-20,17.0
1616,2019,10,20,LA Chargers,17,2019-10-20,16.0
