year,month,day,team,third_down_conversion_percentage
2018,12,9,Green Bay,46.15%
2018,12,9,Seattle,26.67%
2018,12,9,Houston,30.77%
2018,12,9,Minnesota,37.50%
2018,12,9,Washington,38.46%
2018,12,9,Las Vegas,25.00%
2018,12,9,San Francisco,41.67%
2018,12,9,LA Chargers,22.22%
2018,12,9,Denver,35.71%
2018,12,9,NY Giants,14.29%
2018,12,9,Miami,18.75%
2018,12,9,Dallas,45.45%
2018,12,9,Cleveland,38.46%
2018,12,9,NY Jets,15.38%
2018,12,9,Buffalo,33.33%
2018,12,9,Arizona,42.86%
2018,12,2,Indianapolis,69.23%
2018,12,2,Atlanta,53.85%
2018,12,2,Kansas City,30.00%
2018,12,2,Tampa Bay,55.56%
2018,12,2,Baltimore,50.00%
2018,12,2,LA Rams,44.44%
2018,12,2,Chicago,33.33%
2018,12,2,Jacksonville,42.86%
2018,12,2,Pittsburgh,46.15%
2018,12,2,New England,35.71%
2018,12,2,New Orleans,44.44%
2018,12,2,Detroit,60.00%
2018,12,2,Philadelphia,58.33%
2018,12,2,Cincinnati,38.46%
2018,12,2,Seattle,50.00%
2018,12,2,Carolina,50.00%
2018,12,2,Houston,50.00%
2018,12,2,Minnesota,50.00%
2018,12,2,Green Bay,22.22%
2018,12,2,Tennessee,60.00%
2018,12,2,Washington,40.00%
2018,12,2,Las Vegas,25.00%
2018,12,2,LA Chargers,44.44%
2018,12,2,San Francisco,41.67%
2018,12,2,Miami,30.77%
2018,12,2,Denver,33.33%
2018,12,2,NY Giants,14.29%
2018,12,2,NY Jets,21.43%
2018,12,2,Dallas,35.71%
2018,12,2,Cleveland,23.08%
2018,12,2,Buffalo,28.57%
2018,12,2,Arizona,42.86%
2018,11,25,Indianapolis,50.00%
2018,11,25,Atlanta,33.33%
2018,11,25,Tampa Bay,66.67%
2018,11,25,Kansas City,50.00%
2018,11,25,New Orleans,45.45%
2018,11,25,Pittsburgh,27.27%
2018,11,25,Baltimore,50.00%
2018,11,25,LA Rams,35.71%
2018,11,25,Jacksonville,33.33%
2018,11,25,Tennessee,42.86%
2018,11,25,Chicago,30.00%
2018,11,25,Carolina,45.45%
2018,11,25,Philadelphia,30.00%
2018,11,25,New England,20.00%
2018,11,25,San Francisco,61.54%
2018,11,25,Cincinnati,42.86%
2018,11,25,Minnesota,41.67%
2018,11,25,Houston,36.36%
2018,11,25,Green Bay,27.27%
2018,11,25,Washington,36.36%
2018,11,25,Dallas,42.86%
2018,11,25,Seattle,40.00%
2018,11,25,Detroit,35.71%
2018,11,25,LA Chargers,60.00%
2018,11,25,Las Vegas,33.33%
2018,11,25,NY Giants,44.44%
2018,11,25,Denver,30.00%
2018,11,25,Miami,28.57%
2018,11,25,Cleveland,50.00%
2018,11,25,Buffalo,50.00%
2018,11,25,Arizona,27.27%
2018,11,25,NY Jets,8.33%
2018,11,18,Indianapolis,54.55%
2018,11,18,Atlanta,35.71%
2018,11,18,Pittsburgh,72.73%
2018,11,18,Tampa Bay,60.00%
2018,11,18,Kansas City,36.36%
2018,11,18,New Orleans,58.33%
2018,11,18,Baltimore,33.33%
2018,11,18,LA Rams,50.00%
2018,11,18,Jacksonville,52.94%
2018,11,18,Tennessee,41.67%
2018,11,18,Chicago,40.00%
2018,11,18,Philadelphia,40.00%
2018,11,18,Carolina,36.36%
2018,11,18,New England,20.00%
2018,11,18,San Francisco,61.54%
2018,11,18,Houston,30.77%
2018,11,18,Minnesota,37.50%
2018,11,18,Cincinnati,0.00%
2018,11,18,Green Bay,27.27%
2018,11,18,Detroit,26.67%
2018,11,18,Washington,38.46%
2018,11,18,Seattle,40.00%
2018,11,18,Las Vegas,33.33%
2018,11,18,NY Giants,41.67%
2018,11,18,Dallas,50.00%
2018,11,18,Denver,35.71%
2018,11,18,LA Chargers,20.00%
2018,11,18,Miami,28.57%
2018,11,18,Cleveland,50.00%
2018,11,18,Buffalo,50.00%
2018,11,18,Arizona,50.00%
2018,11,18,NY Jets,8.33%
2018,11,11,Atlanta,76.92%
2018,11,11,Indianapolis,69.23%
2018,11,11,Pittsburgh,72.73%
2018,11,11,Kansas City,60.00%
2018,11,11,Tampa Bay,41.67%
2018,11,11,Baltimore,33.33%
2018,11,11,LA Rams,37.50%
2018,11,11,New Orleans,58.33%
2018,11,11,Jacksonville,42.86%
2018,11,11,Tennessee,78.57%
2018,11,11,Chicago,27.27%
2018,11,11,New England,36.36%
2018,11,11,Philadelphia,58.33%
2018,11,11,Cincinnati,38.46%
2018,11,11,Carolina,36.36%
2018,11,11,Detroit,26.67%
2018,11,11,Green Bay,46.15%
2018,11,11,Seattle,26.67%
2018,11,11,Houston,30.77%
2018,11,11,Minnesota,37.50%
2018,11,11,Washington,38.46%
2018,11,11,Las Vegas,25.00%
2018,11,11,San Francisco,41.67%
2018,11,11,LA Chargers,22.22%
2018,11,11,Denver,35.71%
2018,11,11,NY Giants,14.29%
2018,11,11,Miami,18.75%
2018,11,11,Dallas,45.45%
2018,11,11,Cleveland,38.46%
2018,11,11,NY Jets,15.38%
2018,11,11,Buffalo,33.33%
2018,11,11,Arizona,42.86%
2018,11,4,Indianapolis,69.23%
2018,11,4,Atlanta,53.85%
2018,11,4,Kansas City,30.00%
2018,11,4,Tampa Bay,55.56%
2018,11,4,Baltimore,50.00%
2018,11,4,LA Rams,44.44%
2018,11,4,Chicago,33.33%
2018,11,4,Jacksonville,42.86%
2018,11,4,Pittsburgh,46.15%
2018,11,4,New England,35.71%
2018,11,4,New Orleans,44.44%
2018,11,4,Detroit,60.00%
2018,11,4,Philadelphia,58.33%
2018,11,4,Cincinnati,38.46%
2018,11,4,Seattle,50.00%
2018,11,4,Carolina,50.00%
2018,11,4,Houston,50.00%
2018,11,4,Minnesota,50.00%
2018,11,4,Green Bay,22.22%
2018,11,4,Tennessee,60.00%
2018,11,4,Washington,40.00%
2018,11,4,Las Vegas,25.00%
2018,11,4,LA Chargers,44.44%
2018,11,4,San Francisco,41.67%
2018,11,4,Miami,30.77%
2018,11,4,Denver,33.33%
2018,11,4,NY Giants,14.29%
2018,11,4,NY Jets,21.43%
2018,11,4,Dallas,35.71%
2018,11,4,Cleveland,23.08%
2018,11,4,Buffalo,28.57%
2018,11,4,Arizona,42.86%
2018,10,28,Atlanta,53.85%
2018,10,28,Indianapolis,53.85%
2018,10,28,Kansas City,75.00%
2018,10,28,Chicago,50.00%
2018,10,28,Baltimore,41.67%
2018,10,28,LA Rams,41.67%
2018,10,28,Tampa Bay,46.15%
2018,10,28,New England,46.15%
2018,10,28,Jacksonville,47.37%
2018,10,28,Pittsburgh,57.14%
2018,10,28,New Orleans,42.86%
2018,10,28,Cincinnati,36.36%
2018,10,28,Green Bay,30.77%
2018,10,28,Detroit,25.00%
2018,10,28,Houston,50.00%
2018,10,28,Seattle,69.23%
2018,10,28,Philadelphia,25.00%
2018,10,28,Carolina,45.45%
2018,10,28,NY Giants,41.67%
2018,10,28,Las Vegas,33.33%
2018,10,28,Tennessee,60.00%
2018,10,28,Minnesota,13.33%
2018,10,28,Washington,25.00%
2018,10,28,LA Chargers,44.44%
2018,10,28,San Francisco,27.27%
2018,10,28,Miami,30.77%
2018,10,28,Denver,38.46%
2018,10,28,NY Jets,15.38%
2018,10,28,Cleveland,21.43%
2018,10,28,Dallas,35.71%
2018,10,28,Buffalo,22.22%
2018,10,28,Arizona,28.57%
2018,10,21,Indianapolis,41.67%
2018,10,21,Atlanta,61.54%
2018,10,21,Baltimore,70.59%
2018,10,21,LA Rams,47.06%
2018,10,21,Chicago,66.67%
2018,10,21,Kansas City,40.00%
2018,10,21,Tampa Bay,62.50%
2018,10,21,New England,53.85%
2018,10,21,Jacksonville,36.36%
2018,10,21,Pittsburgh,57.14%
2018,10,21,Cincinnati,50.00%
2018,10,21,New Orleans,55.56%
2018,10,21,Minnesota,35.71%
2018,10,21,Detroit,38.46%
2018,10,21,Philadelphia,56.25%
2018,10,21,Green Bay,30.77%
2018,10,21,Washington,43.75%
2018,10,21,Seattle,69.23%
2018,10,21,Las Vegas,33.33%
2018,10,21,San Francisco,22.22%
2018,10,21,Carolina,33.33%
2018,10,21,NY Giants,28.57%
2018,10,21,NY Jets,40.00%
2018,10,21,LA Chargers,11.11%
2018,10,21,Houston,23.08%
2018,10,21,Denver,38.46%
2018,10,21,Miami,47.06%
2018,10,21,Tennessee,10.00%
2018,10,21,Cleveland,37.50%
2018,10,21,Dallas,41.18%
2018,10,21,Buffalo,40.00%
2018,10,21,Arizona,28.57%
2018,10,14,Indianapolis,46.67%
2018,10,14,Atlanta,42.86%
2018,10,14,LA Rams,33.33%
2018,10,14,Kansas City,33.33%
2018,10,14,Jacksonville,43.75%
2018,10,14,Minnesota,36.36%
2018,10,14,New Orleans,55.56%
2018,10,14,Green Bay,30.00%
2018,10,14,Detroit,38.46%
2018,10,14,Baltimore,25.00%
2018,10,14,New England,50.00%
2018,10,14,Chicago,50.00%
2018,10,14,Philadelphia,56.25%
2018,10,14,Tampa Bay,25.00%
2018,10,14,Cincinnati,18.18%
2018,10,14,San Francisco,58.82%
2018,10,14,LA Chargers,53.85%
2018,10,14,Pittsburgh,75.00%
2018,10,14,Las Vegas,36.36%
2018,10,14,Carolina,30.77%
2018,10,14,Washington,30.77%
2018,10,14,Houston,33.33%
2018,10,14,NY Giants,28.57%
2018,10,14,Tennessee,50.00%
2018,10,14,NY Jets,46.15%
2018,10,14,Denver,28.57%
2018,10,14,Seattle,58.33%
2018,10,14,Cleveland,31.58%
2018,10,14,Miami,30.77%
2018,10,14,Dallas,28.57%
2018,10,14,Arizona,16.67%
2018,10,14,Buffalo,30.77%
2018,10,7,Indianapolis,46.67%
2018,10,7,LA Rams,16.67%
2018,10,7,Kansas City,46.67%
2018,10,7,Atlanta,73.33%
2018,10,7,Cincinnati,58.33%
2018,10,7,Baltimore,47.06%
2018,10,7,NY Giants,50.00%
2018,10,7,Jacksonville,40.00%
2018,10,7,Minnesota,50.00%
2018,10,7,Green Bay,57.89%
2018,10,7,Detroit,54.55%
2018,10,7,Carolina,46.15%
2018,10,7,New England,50.00%
2018,10,7,Chicago,50.00%
2018,10,7,Washington,45.45%
2018,10,7,Tampa Bay,25.00%
2018,10,7,Las Vegas,31.25%
2018,10,7,Houston,50.00%
2018,10,7,Philadelphia,33.33%
2018,10,7,New Orleans,38.46%
2018,10,7,Denver,18.18%
2018,10,7,LA Chargers,28.57%
2018,10,7,Tennessee,31.25%
2018,10,7,NY Jets,23.08%
2018,10,7,Cleveland,33.33%
2018,10,7,San Francisco,41.67%
2018,10,7,Miami,27.27%
2018,10,7,Pittsburgh,16.67%
2018,10,7,Arizona,41.67%
2018,10,7,Dallas,41.67%
2018,10,7,Seattle,0.00%
2018,10,7,Buffalo,18.75%
2018,9,30,Minnesota,46.15%
2018,9,30,Philadelphia,62.50%
2018,9,30,Pittsburgh,43.75%
2018,9,30,Tampa Bay,72.22%
2018,9,30,Atlanta,30.77%
2018,9,30,Dallas,33.33%
2018,9,30,Carolina,47.06%
2018,9,30,New England,50.00%
2018,9,30,Buffalo,38.89%
2018,9,30,LA Rams,35.71%
2018,9,30,Las Vegas,36.36%
2018,9,30,LA Chargers,53.85%
2018,9,30,Green Bay,28.57%
2018,9,30,Kansas City,36.36%
2018,9,30,Denver,41.67%
2018,9,30,San Francisco,50.00%
2018,9,30,Detroit,33.33%
2018,9,30,Indianapolis,46.15%
2018,9,30,Jacksonville,40.00%
2018,9,30,Seattle,8.33%
2018,9,30,Tennessee,33.33%
2018,9,30,New Orleans,22.22%
2018,9,30,Houston,45.45%
2018,9,30,NY Jets,0.00%
2018,9,30,Arizona,28.57%
2018,9,30,Chicago,8.33%
2018,9,30,Baltimore,29.41%
2018,9,30,Cleveland,46.67%
2018,9,30,Cincinnati,33.33%
2018,9,30,NY Giants,25.00%
2018,9,30,Washington,7.69%
2018,9,30,Miami,38.46%
2018,9,23,Minnesota,46.15%
2018,9,23,Philadelphia,62.50%
2018,9,23,Pittsburgh,43.75%
2018,9,23,Tampa Bay,72.22%
2018,9,23,Atlanta,30.77%
2018,9,23,Dallas,33.33%
2018,9,23,Carolina,47.06%
2018,9,23,New England,50.00%
2018,9,23,Buffalo,38.89%
2018,9,23,LA Rams,35.71%
2018,9,23,Las Vegas,36.36%
2018,9,23,LA Chargers,53.85%
2018,9,23,Green Bay,28.57%
2018,9,23,Kansas City,36.36%
2018,9,23,Denver,41.67%
2018,9,23,San Francisco,50.00%
2018,9,23,Detroit,33.33%
2018,9,23,Indianapolis,46.15%
2018,9,23,Jacksonville,40.00%
2018,9,23,Seattle,8.33%
2018,9,23,Tennessee,33.33%
2018,9,23,New Orleans,22.22%
2018,9,23,Houston,45.45%
2018,9,23,NY Jets,0.00%
2018,9,23,Arizona,28.57%
2018,9,23,Chicago,8.33%
2018,9,23,Baltimore,29.41%
2018,9,23,Cleveland,46.67%
2018,9,23,Cincinnati,33.33%
2018,9,23,NY Giants,25.00%
2018,9,23,Washington,7.69%
2018,9,23,Miami,38.46%
2018,9,16,Minnesota,46.15%
2018,9,16,Philadelphia,62.50%
2018,9,16,Pittsburgh,43.75%
2018,9,16,Tampa Bay,72.22%
2018,9,16,Atlanta,30.77%
2018,9,16,Dallas,33.33%
2018,9,16,Carolina,47.06%
2018,9,16,New England,50.00%
2018,9,16,Buffalo,38.89%
2018,9,16,LA Rams,35.71%
2018,9,16,Las Vegas,36.36%
2018,9,16,LA Chargers,53.85%
2018,9,16,Green Bay,28.57%
2018,9,16,Kansas City,36.36%
2018,9,16,Denver,41.67%
2018,9,16,San Francisco,50.00%
2018,9,16,Detroit,33.33%
2018,9,16,Indianapolis,46.15%
2018,9,16,Jacksonville,40.00%
2018,9,16,Seattle,8.33%
2018,9,16,Tennessee,33.33%
2018,9,16,New Orleans,22.22%
2018,9,16,Houston,45.45%
2018,9,16,NY Jets,0.00%
2018,9,16,Arizona,28.57%
2018,9,16,Chicago,8.33%
2018,9,16,Baltimore,29.41%
2018,9,16,Cleveland,46.67%
2018,9,16,Cincinnati,33.33%
2018,9,16,NY Giants,25.00%
2018,9,16,Washington,7.69%
2018,9,16,Miami,38.46%
2018,9,9,Minnesota,46.15%
2018,9,9,Philadelphia,62.50%
2018,9,9,Pittsburgh,43.75%
2018,9,9,Tampa Bay,72.22%
2018,9,9,Atlanta,30.77%
2018,9,9,Dallas,33.33%
2018,9,9,Carolina,47.06%
2018,9,9,New England,50.00%
2018,9,9,Buffalo,38.89%
2018,9,9,LA Rams,35.71%
2018,9,9,Las Vegas,36.36%
2018,9,9,LA Chargers,53.85%
2018,9,9,Green Bay,28.57%
2018,9,9,Kansas City,36.36%
2018,9,9,Denver,41.67%
2018,9,9,San Francisco,50.00%
2018,9,9,Detroit,33.33%
2018,9,9,Indianapolis,46.15%
2018,9,9,Jacksonville,40.00%
2018,9,9,Seattle,8.33%
2018,9,9,Tennessee,33.33%
2018,9,9,New Orleans,22.22%
2018,9,9,Houston,45.45%
2018,9,9,NY Jets,0.00%
2018,9,9,Arizona,28.57%
2018,9,9,Chicago,8.33%
2018,9,9,Baltimore,29.41%
2018,9,9,Cleveland,46.67%
2018,9,9,Cincinnati,33.33%
2018,9,9,NY Giants,25.00%
2018,9,9,Washington,7.69%
2018,9,9,Miami,38.46%
2018,9,2,Minnesota,46.15%
2018,9,2,Philadelphia,62.50%
2018,9,2,Pittsburgh,43.75%
2018,9,2,Tampa Bay,72.22%
2018,9,2,Atlanta,30.77%
2018,9,2,Dallas,33.33%
2018,9,2,Carolina,47.06%
2018,9,2,New England,50.00%
2018,9,2,Buffalo,38.89%
2018,9,2,LA Rams,35.71%
2018,9,2,Las Vegas,36.36%
2018,9,2,LA Chargers,53.85%
2018,9,2,Green Bay,28.57%
2018,9,2,Kansas City,36.36%
2018,9,2,Denver,41.67%
2018,9,2,San Francisco,50.00%
2018,9,2,Detroit,33.33%
2018,9,2,Indianapolis,46.15%
2018,9,2,Jacksonville,40.00%
2018,9,2,Seattle,8.33%
2018,9,2,Tennessee,33.33%
2018,9,2,New Orleans,22.22%
2018,9,2,Houston,45.45%
2018,9,2,NY Jets,0.00%
2018,9,2,Arizona,28.57%
2018,9,2,Chicago,8.33%
2018,9,2,Baltimore,29.41%
2018,9,2,Cleveland,46.67%
2018,9,2,Cincinnati,33.33%
2018,9,2,NY Giants,25.00%
2018,9,2,Washington,7.69%
2018,9,2,Miami,38.46%
2018,2,25,Minnesota,46.15%
2018,2,25,Philadelphia,62.50%
2018,2,25,Pittsburgh,43.75%
2018,2,25,Tampa Bay,72.22%
2018,2,25,Atlanta,30.77%
2018,2,25,Dallas,33.33%
2018,2,25,Carolina,47.06%
2018,2,25,New England,50.00%
2018,2,25,Buffalo,38.89%
2018,2,25,LA Rams,35.71%
2018,2,25,Las Vegas,36.36%
2018,2,25,LA Chargers,53.85%
2018,2,25,Green Bay,28.57%
2018,2,25,Kansas City,36.36%
2018,2,25,Denver,41.67%
2018,2,25,San Francisco,50.00%
2018,2,25,Detroit,33.33%
2018,2,25,Indianapolis,46.15%
2018,2,25,Jacksonville,40.00%
2018,2,25,Seattle,8.33%
2018,2,25,Tennessee,33.33%
2018,2,25,New Orleans,22.22%
2018,2,25,Houston,45.45%
2018,2,25,NY Jets,0.00%
2018,2,25,Arizona,28.57%
2018,2,25,Chicago,8.33%
2018,2,25,Baltimore,29.41%
2018,2,25,Cleveland,46.67%
2018,2,25,Cincinnati,33.33%
2018,2,25,NY Giants,25.00%
2018,2,25,Washington,7.69%
2018,2,25,Miami,38.46%
2018,2,18,Minnesota,46.15%
2018,2,18,Philadelphia,62.50%
2018,2,18,Pittsburgh,43.75%
2018,2,18,Tampa Bay,72.22%
2018,2,18,Atlanta,30.77%
2018,2,18,Dallas,33.33%
2018,2,18,Carolina,47.06%
2018,2,18,New England,50.00%
2018,2,18,Buffalo,38.89%
2018,2,18,LA Rams,35.71%
2018,2,18,Las Vegas,36.36%
2018,2,18,LA Chargers,53.85%
2018,2,18,Green Bay,28.57%
2018,2,18,Kansas City,36.36%
2018,2,18,Denver,41.67%
2018,2,18,San Francisco,50.00%
2018,2,18,Detroit,33.33%
2018,2,18,Indianapolis,46.15%
2018,2,18,Jacksonville,40.00%
2018,2,18,Seattle,8.33%
2018,2,18,Tennessee,33.33%
2018,2,18,New Orleans,22.22%
2018,2,18,Houston,45.45%
2018,2,18,NY Jets,0.00%
2018,2,18,Arizona,28.57%
2018,2,18,Chicago,8.33%
2018,2,18,Baltimore,29.41%
2018,2,18,Cleveland,46.67%
2018,2,18,Cincinnati,33.33%
2018,2,18,NY Giants,25.00%
2018,2,18,Washington,7.69%
2018,2,18,Miami,38.46%
2018,2,11,Minnesota,46.15%
2018,2,11,Philadelphia,62.50%
2018,2,11,Pittsburgh,43.75%
2018,2,11,Tampa Bay,72.22%
2018,2,11,Atlanta,30.77%
2018,2,11,Dallas,33.33%
2018,2,11,Carolina,47.06%
2018,2,11,New England,50.00%
2018,2,11,Buffalo,38.89%
2018,2,11,LA Rams,35.71%
2018,2,11,Las Vegas,36.36%
2018,2,11,LA Chargers,53.85%
2018,2,11,Green Bay,28.57%
2018,2,11,Kansas City,36.36%
2018,2,11,Denver,41.67%
2018,2,11,San Francisco,50.00%
2018,2,11,Detroit,33.33%
2018,2,11,Indianapolis,46.15%
2018,2,11,Jacksonville,40.00%
2018,2,11,Seattle,8.33%
2018,2,11,Tennessee,33.33%
2018,2,11,New Orleans,22.22%
2018,2,11,Houston,45.45%
2018,2,11,NY Jets,0.00%
2018,2,11,Arizona,28.57%
2018,2,11,Chicago,8.33%
2018,2,11,Baltimore,29.41%
2018,2,11,Cleveland,46.67%
2018,2,11,Cincinnati,33.33%
2018,2,11,NY Giants,25.00%
2018,2,11,Washington,7.69%
2018,2,11,Miami,38.46%
2018,2,4,Minnesota,46.15%
2018,2,4,Pittsburgh,43.75%
2018,2,4,Philadelphia,71.43%
2018,2,4,Tampa Bay,72.22%
2018,2,4,Atlanta,30.77%
2018,2,4,Dallas,33.33%
2018,2,4,Carolina,47.06%
2018,2,4,Buffalo,38.89%
2018,2,4,New England,25.00%
2018,2,4,LA Rams,35.71%
2018,2,4,Las Vegas,36.36%
2018,2,4,LA Chargers,53.85%
2018,2,4,Green Bay,28.57%
2018,2,4,Kansas City,36.36%
2018,2,4,Denver,41.67%
2018,2,4,San Francisco,50.00%
2018,2,4,Detroit,33.33%
2018,2,4,Indianapolis,46.15%
2018,2,4,Jacksonville,40.00%
2018,2,4,Seattle,8.33%
2018,2,4,Tennessee,33.33%
2018,2,4,New Orleans,22.22%
2018,2,4,Houston,45.45%
2018,2,4,NY Jets,0.00%
2018,2,4,Arizona,28.57%
2018,2,4,Chicago,8.33%
2018,2,4,Baltimore,29.41%
2018,2,4,Cleveland,46.67%
2018,2,4,Cincinnati,33.33%
2018,2,4,NY Giants,25.00%
2018,2,4,Washington,7.69%
2018,2,4,Miami,38.46%
2018,1,28,Minnesota,46.15%
2018,1,28,Pittsburgh,43.75%
2018,1,28,Philadelphia,71.43%
2018,1,28,Tampa Bay,72.22%
2018,1,28,Atlanta,30.77%
2018,1,28,Dallas,33.33%
2018,1,28,Carolina,47.06%
2018,1,28,Buffalo,38.89%
2018,1,28,New England,25.00%
2018,1,28,LA Rams,35.71%
2018,1,28,Las Vegas,36.36%
2018,1,28,LA Chargers,53.85%
2018,1,28,Green Bay,28.57%
2018,1,28,Kansas City,36.36%
2018,1,28,Denver,41.67%
2018,1,28,San Francisco,50.00%
2018,1,28,Detroit,33.33%
2018,1,28,Indianapolis,46.15%
2018,1,28,Jacksonville,40.00%
2018,1,28,Seattle,8.33%
2018,1,28,Tennessee,33.33%
2018,1,28,New Orleans,22.22%
2018,1,28,Houston,45.45%
2018,1,28,NY Jets,0.00%
2018,1,28,Arizona,28.57%
2018,1,28,Chicago,8.33%
2018,1,28,Baltimore,29.41%
2018,1,28,Cleveland,46.67%
2018,1,28,Cincinnati,33.33%
2018,1,28,NY Giants,25.00%
2018,1,28,Washington,7.69%
2018,1,28,Miami,38.46%
2018,1,21,Minnesota,58.82%
2018,1,21,Pittsburgh,43.75%
2018,1,21,Tampa Bay,72.22%
2018,1,21,Atlanta,30.77%
2018,1,21,Dallas,33.33%
2018,1,21,New England,64.71%
2018,1,21,Carolina,47.06%
2018,1,21,Philadelphia,46.15%
2018,1,21,Buffalo,38.89%
2018,1,21,LA Rams,35.71%
2018,1,21,Las Vegas,36.36%
2018,1,21,LA Chargers,53.85%
2018,1,21,Green Bay,28.57%
2018,1,21,Kansas City,36.36%
2018,1,21,Denver,41.67%
2018,1,21,San Francisco,50.00%
2018,1,21,Detroit,33.33%
2018,1,21,Indianapolis,46.15%
2018,1,21,Jacksonville,57.14%
2018,1,21,Seattle,8.33%
2018,1,21,Tennessee,33.33%
2018,1,21,New Orleans,22.22%
2018,1,21,Houston,45.45%
2018,1,21,NY Jets,0.00%
2018,1,21,Arizona,28.57%
2018,1,21,Chicago,8.33%
2018,1,21,Baltimore,29.41%
2018,1,21,Cleveland,46.67%
2018,1,21,Cincinnati,33.33%
2018,1,21,NY Giants,25.00%
2018,1,21,Washington,7.69%
2018,1,21,Miami,38.46%
2018,1,14,Pittsburgh,30.00%
2018,1,14,Minnesota,38.46%
2018,1,14,Tampa Bay,72.22%
2018,1,14,Atlanta,30.77%
2018,1,14,Dallas,33.33%
2018,1,14,New England,64.71%
2018,1,14,Carolina,47.06%
2018,1,14,Philadelphia,46.15%
2018,1,14,Buffalo,38.89%
2018,1,14,LA Rams,35.71%
2018,1,14,Las Vegas,36.36%
2018,1,14,LA Chargers,53.85%
2018,1,14,Green Bay,28.57%
2018,1,14,Kansas City,36.36%
2018,1,14,Denver,41.67%
2018,1,14,San Francisco,50.00%
2018,1,14,Detroit,33.33%
2018,1,14,Indianapolis,46.15%
2018,1,14,Seattle,8.33%
2018,1,14,New Orleans,25.00%
2018,1,14,Tennessee,33.33%
2018,1,14,Houston,45.45%
2018,1,14,Jacksonville,16.67%
2018,1,14,NY Jets,0.00%
2018,1,14,Arizona,28.57%
2018,1,14,Chicago,8.33%
2018,1,14,Baltimore,29.41%
2018,1,14,Cleveland,46.67%
2018,1,14,Cincinnati,33.33%
2018,1,14,NY Giants,25.00%
2018,1,14,Washington,7.69%
2018,1,14,Miami,38.46%
2018,1,7,Pittsburgh,30.00%
2018,1,7,Atlanta,33.33%
2018,1,7,Minnesota,38.46%
2018,1,7,Tampa Bay,72.22%
2018,1,7,Dallas,33.33%
2018,1,7,Buffalo,41.67%
2018,1,7,Carolina,33.33%
2018,1,7,Philadelphia,18.18%
2018,1,7,LA Rams,35.71%
2018,1,7,New England,26.67%
2018,1,7,Las Vegas,36.36%
2018,1,7,LA Chargers,53.85%
2018,1,7,Green Bay,28.57%
2018,1,7,Kansas City,36.36%
2018,1,7,Denver,41.67%
2018,1,7,San Francisco,50.00%
2018,1,7,Detroit,33.33%
2018,1,7,Indianapolis,46.15%
2018,1,7,New Orleans,50.00%
2018,1,7,Jacksonville,37.50%
2018,1,7,Seattle,8.33%
2018,1,7,Tennessee,61.54%
2018,1,7,Houston,45.45%
2018,1,7,NY Jets,0.00%
2018,1,7,Arizona,28.57%
2018,1,7,Chicago,8.33%
2018,1,7,Baltimore,29.41%
2018,1,7,Cleveland,46.67%
2018,1,7,Cincinnati,33.33%
2018,1,7,NY Giants,25.00%
2018,1,7,Washington,7.69%
2018,1,7,Miami,38.46%
2017,12,31,Atlanta,15.38%
2017,12,31,Pittsburgh,58.33%
2017,12,31,Minnesota,26.67%
2017,12,31,Dallas,46.15%
2017,12,31,Philadelphia,7.14%
2017,12,31,Carolina,30.77%
2017,12,31,Buffalo,47.06%
2017,12,31,New England,45.45%
2017,12,31,LA Rams,42.86%
2017,12,31,Tampa Bay,54.55%
2017,12,31,Las Vegas,23.08%
2017,12,31,Green Bay,26.67%
2017,12,31,Kansas City,50.00%
2017,12,31,LA Chargers,33.33%
2017,12,31,Detroit,40.00%
2017,12,31,Seattle,36.36%
2017,12,31,Denver,29.41%
2017,12,31,San Francisco,66.67%
2017,12,31,Indianapolis,38.46%
2017,12,31,NY Jets,21.43%
2017,12,31,Jacksonville,38.46%
2017,12,31,New Orleans,23.08%
2017,12,31,Tennessee,25.00%
2017,12,31,Chicago,43.75%
2017,12,31,Houston,25.00%
2017,12,31,Arizona,35.71%
2017,12,31,Baltimore,42.86%
2017,12,31,Washington,38.46%
2017,12,31,Cincinnati,50.00%
2017,12,31,NY Giants,7.14%
2017,12,31,Cleveland,30.77%
2017,12,31,Miami,0.00%
2017,12,24,Atlanta,60.00%
2017,12,24,Philadelphia,46.15%
2017,12,24,Pittsburgh,62.50%
2017,12,24,Minnesota,26.67%
2017,12,24,Dallas,20.00%
2017,12,24,Carolina,50.00%
2017,12,24,Las Vegas,53.33%
2017,12,24,LA Rams,37.50%
2017,12,24,Buffalo,46.67%
2017,12,24,New England,33.33%
2017,12,24,Green Bay,26.67%
2017,12,24,LA Chargers,36.36%
2017,12,24,Denver,46.67%
2017,12,24,Tampa Bay,50.00%
2017,12,24,Seattle,28.57%
2017,12,24,Detroit,46.15%
2017,12,24,NY Jets,33.33%
2017,12,24,Kansas City,42.86%
2017,12,24,New Orleans,30.00%
2017,12,24,Indianapolis,38.46%
2017,12,24,Tennessee,50.00%
2017,12,24,Jacksonville,30.00%
2017,12,24,Houston,25.00%
2017,12,24,San Francisco,50.00%
2017,12,24,Arizona,21.05%
2017,12,24,Chicago,41.67%
2017,12,24,NY Giants,55.56%
2017,12,24,Baltimore,42.86%
2017,12,24,Washington,11.11%
2017,12,24,Cleveland,35.71%
2017,12,24,Miami,31.25%
2017,12,24,Cincinnati,7.69%
2017,12,17,Atlanta,58.33%
2017,12,17,Minnesota,46.67%
