year,month,day,team,defensive_completion_%
2018,11,18,LA Chargers,64.86%
2018,11,18,Minnesota,69.44%
2018,11,18,Tennessee,53.49%
2018,11,18,Buffalo,50.00%
2018,11,18,NY Giants,69.23%
2018,11,18,Houston,61.90%
2018,11,18,LA Rams,65.38%
2018,11,18,Philadelphia,72.22%
2018,11,18,Las Vegas,69.23%
2018,11,18,Miami,67.86%
2018,11,18,Seattle,70.00%
2018,11,18,Cincinnati,81.48%
2018,11,18,Washington,70.73%
2018,11,18,Carolina,85.19%
2018,11,18,Arizona,75.00%
2018,11,18,Detroit,76.67%
2018,11,18,New Orleans,60.87%
2018,11,18,Dallas,72.73%
2018,11,18,Atlanta,80.95%
2018,11,18,Indianapolis,69.23%
2018,11,18,Tampa Bay,70.37%
2018,11,11,Baltimore,60.42%
2018,11,11,San Francisco,68.00%
2018,11,11,New England,55.81%
2018,11,11,Jacksonville,70.00%
2018,11,11,Cleveland,71.88%
2018,11,11,Green Bay,63.89%
2018,11,11,NY Jets,62.50%
2018,11,11,Denver,70.83%
2018,11,11,Chicago,63.27%
2018,11,11,Pittsburgh,79.31%
2018,11,11,NY Giants,62.50%
2018,11,11,Kansas City,69.77%
2018,11,11,LA Chargers,66.67%
2018,11,11,Minnesota,69.44%
2018,11,11,Philadelphia,58.54%
2018,11,11,Seattle,50.00%
2018,11,11,Houston,61.90%
2018,11,11,Las Vegas,72.73%
2018,11,11,LA Rams,69.44%
2018,11,11,Miami,53.85%
2018,11,11,Cincinnati,58.00%
2018,11,11,Buffalo,60.00%
2018,11,11,Tennessee,65.63%
2018,11,11,Washington,68.42%
2018,11,11,Arizona,50.00%
2018,11,11,Carolina,85.19%
2018,11,11,Detroit,81.82%
2018,11,11,Dallas,72.41%
2018,11,11,Atlanta,65.22%
2018,11,11,New Orleans,70.00%
2018,11,11,Indianapolis,75.00%
2018,11,11,Tampa Bay,76.00%
2018,11,4,Baltimore,73.33%
2018,11,4,Cleveland,66.67%
2018,11,4,San Francisco,68.00%
2018,11,4,Jacksonville,70.00%
2018,11,4,New England,58.54%
2018,11,4,Green Bay,55.56%
2018,11,4,Pittsburgh,61.11%
2018,11,4,Denver,70.59%
2018,11,4,NY Jets,55.17%
2018,11,4,Chicago,48.28%
2018,11,4,Kansas City,67.65%
2018,11,4,Minnesota,79.17%
2018,11,4,LA Chargers,75.00%
2018,11,4,NY Giants,62.50%
2018,11,4,LA Rams,60.00%
2018,11,4,Philadelphia,58.54%
2018,11,4,Las Vegas,72.73%
2018,11,4,Houston,57.89%
2018,11,4,Cincinnati,58.00%
2018,11,4,Tennessee,73.08%
2018,11,4,Seattle,67.50%
2018,11,4,Washington,63.83%
2018,11,4,Buffalo,64.44%
2018,11,4,Detroit,82.35%
2018,11,4,Carolina,59.09%
2018,11,4,Miami,80.00%
2018,11,4,Arizona,50.00%
2018,11,4,Dallas,56.00%
2018,11,4,New Orleans,75.61%
2018,11,4,Atlanta,71.05%
2018,11,4,Indianapolis,75.00%
2018,11,4,Tampa Bay,61.76%
2018,10,28,Baltimore,73.33%
2018,10,28,Cleveland,61.54%
2018,10,28,Jacksonville,50.00%
2018,10,28,San Francisco,75.00%
2018,10,28,Denver,53.85%
2018,10,28,New England,52.00%
2018,10,28,Minnesota,40.48%
2018,10,28,Pittsburgh,61.90%
2018,10,28,Green Bay,69.57%
2018,10,28,Kansas City,57.58%
2018,10,28,Las Vegas,73.91%
2018,10,28,NY Jets,62.50%
2018,10,28,LA Chargers,75.00%
2018,10,28,NY Giants,79.49%
2018,10,28,LA Rams,55.56%
2018,10,28,Chicago,69.44%
2018,10,28,Detroit,70.97%
2018,10,28,Houston,57.89%
2018,10,28,Philadelphia,64.10%
2018,10,28,Seattle,74.19%
2018,10,28,Tennessee,73.08%
2018,10,28,Miami,80.00%
2018,10,28,Buffalo,73.91%
2018,10,28,Washington,62.86%
2018,10,28,Cincinnati,71.79%
2018,10,28,Carolina,81.08%
2018,10,28,Dallas,56.00%
2018,10,28,New Orleans,60.00%
2018,10,28,Arizona,68.18%
2018,10,28,Atlanta,71.05%
2018,10,28,Indianapolis,64.52%
2018,10,28,Tampa Bay,67.65%
2018,10,21,Baltimore,66.67%
2018,10,21,San Francisco,54.35%
2018,10,21,Cleveland,57.14%
2018,10,21,Jacksonville,62.96%
2018,10,21,NY Giants,72.22%
2018,10,21,Denver,53.85%
2018,10,21,LA Chargers,47.83%
2018,10,21,Pittsburgh,61.90%
2018,10,21,Green Bay,69.57%
2018,10,21,Las Vegas,73.91%
2018,10,21,NY Jets,53.49%
2018,10,21,Kansas City,68.57%
2018,10,21,New England,63.89%
2018,10,21,Detroit,61.54%
2018,10,21,Miami,70.97%
2018,10,21,Chicago,63.64%
2018,10,21,Tennessee,67.57%
2018,10,21,Carolina,58.33%
2018,10,21,Philadelphia,55.81%
2018,10,21,Seattle,74.19%
2018,10,21,LA Rams,60.98%
2018,10,21,Buffalo,57.69%
2018,10,21,Cincinnati,69.57%
2018,10,21,Minnesota,67.74%
2018,10,21,Houston,55.17%
2018,10,21,Washington,67.50%
2018,10,21,Arizona,68.18%
2018,10,21,Dallas,57.69%
2018,10,21,Atlanta,73.17%
2018,10,21,New Orleans,58.97%
2018,10,21,Indianapolis,80.00%
2018,10,21,Tampa Bay,75.61%
2018,10,14,Baltimore,58.14%
2018,10,14,Cleveland,50.88%
2018,10,14,San Francisco,40.00%
2018,10,14,Jacksonville,57.89%
2018,10,14,NY Giants,72.22%
2018,10,14,Las Vegas,81.48%
2018,10,14,Green Bay,53.85%
2018,10,14,Pittsburgh,68.89%
2018,10,14,Kansas City,54.10%
2018,10,14,Miami,66.67%
2018,10,14,New England,64.41%
2018,10,14,Detroit,61.54%
2018,10,14,Chicago,65.79%
2018,10,14,Seattle,71.88%
2018,10,14,Denver,45.45%
2018,10,14,Tennessee,50.00%
2018,10,14,NY Jets,68.63%
2018,10,14,Philadelphia,55.81%
2018,10,14,Cincinnati,57.14%
2018,10,14,LA Chargers,72.73%
2018,10,14,Minnesota,68.57%
2018,10,14,Carolina,62.16%
2018,10,14,Buffalo,53.85%
2018,10,14,LA Rams,61.90%
2018,10,14,Washington,89.66%
2018,10,14,Houston,62.07%
2018,10,14,Arizona,62.96%
2018,10,14,Atlanta,65.52%
2018,10,14,New Orleans,58.97%
2018,10,14,Indianapolis,77.27%
2018,10,14,Dallas,75.00%
2018,10,14,Tampa Bay,73.08%
2018,10,7,Baltimore,57.45%
2018,10,7,Las Vegas,51.22%
2018,10,7,NY Giants,55.88%
2018,10,7,Pittsburgh,66.67%
2018,10,7,Jacksonville,50.00%
2018,10,7,Cleveland,60.34%
2018,10,7,Washington,60.00%
2018,10,7,San Francisco,64.10%
2018,10,7,Miami,65.71%
2018,10,7,Seattle,55.56%
2018,10,7,Green Bay,48.48%
2018,10,7,New England,64.41%
2018,10,7,LA Chargers,62.16%
2018,10,7,NY Jets,76.32%
2018,10,7,Chicago,65.79%
2018,10,7,Philadelphia,69.77%
2018,10,7,Detroit,62.96%
2018,10,7,Kansas City,63.64%
2018,10,7,Minnesota,76.47%
2018,10,7,Tennessee,66.00%
2018,10,7,Cincinnati,74.36%
2018,10,7,Denver,62.22%
2018,10,7,LA Rams,72.00%
2018,10,7,Carolina,63.04%
2018,10,7,Buffalo,55.00%
2018,10,7,Houston,64.52%
2018,10,7,Atlanta,70.73%
2018,10,7,Dallas,80.00%
2018,10,7,Arizona,73.08%
2018,10,7,Indianapolis,77.27%
2018,10,7,New Orleans,75.61%
2018,10,7,Tampa Bay,73.08%
2018,9,30,Kansas City,61.29%
2018,9,30,Jacksonville,69.23%
2018,9,30,Washington,35.71%
2018,9,30,Baltimore,52.27%
2018,9,30,Seattle,44.12%
2018,9,30,NY Jets,47.50%
2018,9,30,LA Rams,70.00%
2018,9,30,Pittsburgh,53.85%
2018,9,30,New Orleans,62.50%
2018,9,30,Minnesota,78.79%
2018,9,30,Denver,61.11%
2018,9,30,Cincinnati,53.19%
2018,9,30,Philadelphia,57.14%
2018,9,30,Arizona,62.07%
2018,9,30,NY Giants,54.05%
2018,9,30,Tennessee,66.04%
2018,9,30,New England,65.91%
2018,9,30,Indianapolis,58.33%
2018,9,30,LA Chargers,67.86%
2018,9,30,San Francisco,58.82%
2018,9,30,Houston,60.00%
2018,9,30,Buffalo,52.17%
2018,9,30,Carolina,69.70%
2018,9,30,Miami,70.37%
2018,9,30,Detroit,62.50%
2018,9,30,Chicago,72.41%
2018,9,30,Atlanta,76.67%
2018,9,30,Dallas,67.65%
2018,9,30,Tampa Bay,73.33%
2018,9,30,Green Bay,68.97%
2018,9,30,Las Vegas,75.68%
2018,9,30,Cleveland,85.19%
2018,9,23,Kansas City,61.29%
2018,9,23,Jacksonville,69.23%
2018,9,23,Washington,35.71%
2018,9,23,Baltimore,52.27%
2018,9,23,Seattle,44.12%
2018,9,23,NY Jets,47.50%
2018,9,23,LA Rams,70.00%
2018,9,23,Pittsburgh,53.85%
2018,9,23,New Orleans,62.50%
2018,9,23,Minnesota,78.79%
2018,9,23,Denver,61.11%
2018,9,23,Cincinnati,53.19%
2018,9,23,Philadelphia,57.14%
2018,9,23,Arizona,62.07%
2018,9,23,NY Giants,54.05%
2018,9,23,Tennessee,66.04%
2018,9,23,New England,65.91%
2018,9,23,Indianapolis,58.33%
2018,9,23,LA Chargers,67.86%
2018,9,23,San Francisco,58.82%
2018,9,23,Houston,60.00%
2018,9,23,Buffalo,52.17%
2018,9,23,Carolina,69.70%
2018,9,23,Miami,70.37%
2018,9,23,Detroit,62.50%
2018,9,23,Chicago,72.41%
2018,9,23,Atlanta,76.67%
2018,9,23,Dallas,67.65%
2018,9,23,Tampa Bay,73.33%
2018,9,23,Green Bay,68.97%
2018,9,23,Las Vegas,75.68%
2018,9,23,Cleveland,85.19%
2018,9,16,Kansas City,61.29%
2018,9,16,Jacksonville,69.23%
2018,9,16,Washington,35.71%
2018,9,16,Baltimore,52.27%
2018,9,16,Seattle,44.12%
2018,9,16,NY Jets,47.50%
2018,9,16,LA Rams,70.00%
2018,9,16,Pittsburgh,53.85%
2018,9,16,New Orleans,62.50%
2018,9,16,Minnesota,78.79%
2018,9,16,Denver,61.11%
2018,9,16,Cincinnati,53.19%
2018,9,16,Philadelphia,57.14%
2018,9,16,Arizona,62.07%
2018,9,16,NY Giants,54.05%
2018,9,16,Tennessee,66.04%
2018,9,16,New England,65.91%
2018,9,16,Indianapolis,58.33%
2018,9,16,LA Chargers,67.86%
2018,9,16,San Francisco,58.82%
2018,9,16,Houston,60.00%
2018,9,16,Buffalo,52.17%
2018,9,16,Carolina,69.70%
2018,9,16,Miami,70.37%
2018,9,16,Detroit,62.50%
2018,9,16,Chicago,72.41%
2018,9,16,Atlanta,76.67%
2018,9,16,Dallas,67.65%
2018,9,16,Tampa Bay,73.33%
2018,9,16,Green Bay,68.97%
2018,9,16,Las Vegas,75.68%
2018,9,16,Cleveland,85.19%
2018,9,9,Kansas City,61.29%
2018,9,9,Jacksonville,69.23%
2018,9,9,Washington,35.71%
2018,9,9,Baltimore,52.27%
2018,9,9,Seattle,44.12%
2018,9,9,NY Jets,47.50%
2018,9,9,LA Rams,70.00%
2018,9,9,Pittsburgh,53.85%
2018,9,9,New Orleans,62.50%
2018,9,9,Minnesota,78.79%
2018,9,9,Denver,61.11%
2018,9,9,Cincinnati,53.19%
2018,9,9,Philadelphia,57.14%
2018,9,9,Arizona,62.07%
2018,9,9,NY Giants,54.05%
2018,9,9,Tennessee,66.04%
2018,9,9,New England,65.91%
2018,9,9,Indianapolis,58.33%
2018,9,9,LA Chargers,67.86%
2018,9,9,San Francisco,58.82%
2018,9,9,Houston,60.00%
2018,9,9,Buffalo,52.17%
2018,9,9,Carolina,69.70%
2018,9,9,Miami,70.37%
2018,9,9,Detroit,62.50%
2018,9,9,Chicago,72.41%
2018,9,9,Atlanta,76.67%
2018,9,9,Dallas,67.65%
2018,9,9,Tampa Bay,73.33%
2018,9,9,Green Bay,68.97%
2018,9,9,Las Vegas,75.68%
2018,9,9,Cleveland,85.19%
2018,9,2,Kansas City,61.29%
2018,9,2,Jacksonville,69.23%
2018,9,2,Washington,35.71%
2018,9,2,Baltimore,52.27%
2018,9,2,Seattle,44.12%
2018,9,2,NY Jets,47.50%
2018,9,2,LA Rams,70.00%
2018,9,2,Pittsburgh,53.85%
2018,9,2,New Orleans,62.50%
2018,9,2,Minnesota,78.79%
2018,9,2,Denver,61.11%
2018,9,2,Cincinnati,53.19%
2018,9,2,Philadelphia,57.14%
2018,9,2,Arizona,62.07%
2018,9,2,NY Giants,54.05%
2018,9,2,Tennessee,66.04%
2018,9,2,New England,65.91%
2018,9,2,Indianapolis,58.33%
2018,9,2,LA Chargers,67.86%
2018,9,2,San Francisco,58.82%
2018,9,2,Houston,60.00%
2018,9,2,Buffalo,52.17%
2018,9,2,Carolina,69.70%
2018,9,2,Miami,70.37%
2018,9,2,Detroit,62.50%
2018,9,2,Chicago,72.41%
2018,9,2,Atlanta,76.67%
2018,9,2,Dallas,67.65%
2018,9,2,Tampa Bay,73.33%
2018,9,2,Green Bay,68.97%
2018,9,2,Las Vegas,75.68%
2018,9,2,Cleveland,85.19%
2018,2,25,Kansas City,61.29%
2018,2,25,Jacksonville,69.23%
2018,2,25,Washington,35.71%
2018,2,25,Baltimore,52.27%
2018,2,25,Seattle,44.12%
2018,2,25,NY Jets,47.50%
2018,2,25,LA Rams,70.00%
2018,2,25,Pittsburgh,53.85%
2018,2,25,New Orleans,62.50%
2018,2,25,Minnesota,78.79%
2018,2,25,Denver,61.11%
2018,2,25,Cincinnati,53.19%
2018,2,25,Philadelphia,57.14%
2018,2,25,Arizona,62.07%
2018,2,25,NY Giants,54.05%
2018,2,25,Tennessee,66.04%
2018,2,25,New England,65.91%
2018,2,25,Indianapolis,58.33%
2018,2,25,LA Chargers,67.86%
2018,2,25,San Francisco,58.82%
2018,2,25,Houston,60.00%
2018,2,25,Buffalo,52.17%
2018,2,25,Carolina,69.70%
2018,2,25,Miami,70.37%
2018,2,25,Detroit,62.50%
2018,2,25,Chicago,72.41%
2018,2,25,Atlanta,76.67%
2018,2,25,Dallas,67.65%
2018,2,25,Tampa Bay,73.33%
2018,2,25,Green Bay,68.97%
2018,2,25,Las Vegas,75.68%
2018,2,25,Cleveland,85.19%
2018,2,18,Kansas City,61.29%
2018,2,18,Jacksonville,69.23%
2018,2,18,Washington,35.71%
2018,2,18,Baltimore,52.27%
2018,2,18,Seattle,44.12%
2018,2,18,NY Jets,47.50%
2018,2,18,LA Rams,70.00%
2018,2,18,Pittsburgh,53.85%
2018,2,18,New Orleans,62.50%
2018,2,18,Minnesota,78.79%
2018,2,18,Denver,61.11%
2018,2,18,Cincinnati,53.19%
2018,2,18,Philadelphia,57.14%
2018,2,18,Arizona,62.07%
2018,2,18,NY Giants,54.05%
2018,2,18,Tennessee,66.04%
2018,2,18,New England,65.91%
2018,2,18,Indianapolis,58.33%
2018,2,18,LA Chargers,67.86%
2018,2,18,San Francisco,58.82%
2018,2,18,Houston,60.00%
2018,2,18,Buffalo,52.17%
2018,2,18,Carolina,69.70%
2018,2,18,Miami,70.37%
2018,2,18,Detroit,62.50%
2018,2,18,Chicago,72.41%
2018,2,18,Atlanta,76.67%
2018,2,18,Dallas,67.65%
2018,2,18,Tampa Bay,73.33%
2018,2,18,Green Bay,68.97%
2018,2,18,Las Vegas,75.68%
2018,2,18,Cleveland,85.19%
2018,2,11,Kansas City,61.29%
2018,2,11,Jacksonville,69.23%
2018,2,11,Washington,35.71%
2018,2,11,Baltimore,52.27%
2018,2,11,Seattle,44.12%
2018,2,11,NY Jets,47.50%
2018,2,11,LA Rams,70.00%
2018,2,11,Pittsburgh,53.85%
2018,2,11,New Orleans,62.50%
2018,2,11,Minnesota,78.79%
2018,2,11,Denver,61.11%
2018,2,11,Cincinnati,53.19%
2018,2,11,Philadelphia,57.14%
2018,2,11,Arizona,62.07%
2018,2,11,NY Giants,54.05%
2018,2,11,Tennessee,66.04%
2018,2,11,New England,65.91%
2018,2,11,Indianapolis,58.33%
2018,2,11,LA Chargers,67.86%
2018,2,11,San Francisco,58.82%
2018,2,11,Houston,60.00%
2018,2,11,Buffalo,52.17%
2018,2,11,Carolina,69.70%
2018,2,11,Miami,70.37%
2018,2,11,Detroit,62.50%
2018,2,11,Chicago,72.41%
2018,2,11,Atlanta,76.67%
2018,2,11,Dallas,67.65%
2018,2,11,Tampa Bay,73.33%
2018,2,11,Green Bay,68.97%
2018,2,11,Las Vegas,75.68%
2018,2,11,Cleveland,85.19%
2018,2,4,Kansas City,61.29%
2018,2,4,Jacksonville,69.23%
2018,2,4,Washington,35.71%
2018,2,4,Baltimore,52.27%
2018,2,4,Seattle,44.12%
2018,2,4,NY Jets,47.50%
2018,2,4,LA Rams,70.00%
2018,2,4,Pittsburgh,53.85%
2018,2,4,New Orleans,62.50%
2018,2,4,Minnesota,78.79%
2018,2,4,Denver,61.11%
2018,2,4,Cincinnati,53.19%
2018,2,4,Philadelphia,58.33%
2018,2,4,Arizona,62.07%
2018,2,4,NY Giants,54.05%
2018,2,4,Tennessee,66.04%
2018,2,4,New England,63.89%
2018,2,4,Indianapolis,58.33%
2018,2,4,LA Chargers,67.86%
2018,2,4,San Francisco,58.82%
2018,2,4,Houston,60.00%
2018,2,4,Buffalo,52.17%
2018,2,4,Carolina,69.70%
2018,2,4,Miami,70.37%
2018,2,4,Detroit,62.50%
2018,2,4,Chicago,72.41%
2018,2,4,Atlanta,76.67%
2018,2,4,Dallas,67.65%
2018,2,4,Tampa Bay,73.33%
2018,2,4,Green Bay,68.97%
2018,2,4,Las Vegas,75.68%
2018,2,4,Cleveland,85.19%
2018,1,28,Kansas City,61.29%
2018,1,28,Jacksonville,69.23%
2018,1,28,Washington,35.71%
2018,1,28,Baltimore,52.27%
2018,1,28,Seattle,44.12%
2018,1,28,NY Jets,47.50%
2018,1,28,LA Rams,70.00%
2018,1,28,Pittsburgh,53.85%
2018,1,28,New Orleans,62.50%
2018,1,28,Minnesota,78.79%
2018,1,28,Denver,61.11%
2018,1,28,Cincinnati,53.19%
2018,1,28,Philadelphia,58.33%
2018,1,28,Arizona,62.07%
2018,1,28,NY Giants,54.05%
2018,1,28,Tennessee,66.04%
2018,1,28,New England,63.89%
2018,1,28,Indianapolis,58.33%
2018,1,28,LA Chargers,67.86%
2018,1,28,San Francisco,58.82%
2018,1,28,Houston,60.00%
2018,1,28,Buffalo,52.17%
2018,1,28,Carolina,69.70%
2018,1,28,Miami,70.37%
2018,1,28,Detroit,62.50%
2018,1,28,Chicago,72.41%
2018,1,28,Atlanta,76.67%
2018,1,28,Dallas,67.65%
2018,1,28,Tampa Bay,73.33%
2018,1,28,Green Bay,68.97%
2018,1,28,Las Vegas,75.68%
2018,1,28,Cleveland,85.19%
2018,1,21,Jacksonville,63.79%
2018,1,21,Kansas City,61.29%
2018,1,21,Washington,35.71%
2018,1,21,Baltimore,52.27%
2018,1,21,Minnesota,60.98%
2018,1,21,Seattle,44.12%
2018,1,21,NY Jets,47.50%
2018,1,21,LA Rams,70.00%
2018,1,21,Pittsburgh,53.85%
2018,1,21,New Orleans,62.50%
2018,1,21,Denver,61.11%
2018,1,21,Cincinnati,53.19%
2018,1,21,Philadelphia,61.11%
2018,1,21,Arizona,62.07%
2018,1,21,NY Giants,54.05%
2018,1,21,Tennessee,66.04%
2018,1,21,New England,59.46%
2018,1,21,Indianapolis,58.33%
2018,1,21,LA Chargers,67.86%
2018,1,21,San Francisco,58.82%
2018,1,21,Houston,60.00%
2018,1,21,Buffalo,52.17%
2018,1,21,Carolina,69.70%
2018,1,21,Miami,70.37%
2018,1,21,Detroit,62.50%
2018,1,21,Chicago,72.41%
2018,1,21,Atlanta,76.67%
2018,1,21,Dallas,67.65%
2018,1,21,Tampa Bay,73.33%
2018,1,21,Green Bay,68.97%
2018,1,21,Las Vegas,75.68%
2018,1,21,Cleveland,85.19%
2018,1,14,Jacksonville,45.00%
2018,1,14,Kansas City,61.29%
2018,1,14,Washington,35.71%
2018,1,14,Minnesota,54.05%
2018,1,14,Baltimore,52.27%
2018,1,14,Seattle,44.12%
2018,1,14,NY Jets,47.50%
2018,1,14,LA Rams,70.00%
2018,1,14,New Orleans,58.54%
2018,1,14,Pittsburgh,53.33%
2018,1,14,Denver,61.11%
2018,1,14,Cincinnati,53.19%
2018,1,14,Philadelphia,61.11%
2018,1,14,Arizona,62.07%
2018,1,14,NY Giants,54.05%
2018,1,14,Tennessee,66.04%
2018,1,14,New England,59.46%
2018,1,14,Indianapolis,58.33%
2018,1,14,LA Chargers,67.86%
2018,1,14,San Francisco,58.82%
2018,1,14,Houston,60.00%
2018,1,14,Buffalo,52.17%
2018,1,14,Carolina,69.70%
2018,1,14,Miami,70.37%
2018,1,14,Detroit,62.50%
2018,1,14,Chicago,72.41%
2018,1,14,Atlanta,76.67%
2018,1,14,Dallas,67.65%
2018,1,14,Tampa Bay,73.33%
2018,1,14,Green Bay,68.97%
2018,1,14,Las Vegas,75.68%
2018,1,14,Cleveland,85.19%
2018,1,7,Jacksonville,57.14%
2018,1,7,Kansas City,61.29%
2018,1,7,Washington,35.71%
2018,1,7,Minnesota,54.05%
2018,1,7,Baltimore,52.27%
2018,1,7,Seattle,44.12%
2018,1,7,NY Jets,47.50%
2018,1,7,LA Rams,70.00%
2018,1,7,New Orleans,54.90%
2018,1,7,Pittsburgh,53.33%
2018,1,7,Denver,61.11%
2018,1,7,Cincinnati,53.19%
2018,1,7,Philadelphia,56.67%
2018,1,7,Arizona,62.07%
2018,1,7,Tennessee,72.73%
2018,1,7,NY Giants,54.05%
2018,1,7,New England,52.78%
2018,1,7,Indianapolis,58.33%
2018,1,7,LA Chargers,67.86%
2018,1,7,San Francisco,58.82%
2018,1,7,Carolina,62.22%
2018,1,7,Houston,60.00%
2018,1,7,Miami,70.37%
2018,1,7,Detroit,62.50%
2018,1,7,Atlanta,53.33%
2018,1,7,Buffalo,68.18%
2018,1,7,Chicago,72.41%
2018,1,7,Dallas,67.65%
2018,1,7,Tampa Bay,73.33%
2018,1,7,Green Bay,68.97%
2018,1,7,Las Vegas,75.68%
2018,1,7,Cleveland,85.19%
2017,12,31,Kansas City,50.00%
2017,12,31,Jacksonville,70.00%
2017,12,31,LA Rams,56.41%
2017,12,31,Minnesota,42.50%
2017,12,31,Washington,57.89%
2017,12,31,Baltimore,48.48%
2017,12,31,Seattle,61.76%
2017,12,31,Denver,51.35%
2017,12,31,New Orleans,61.11%
2017,12,31,NY Jets,55.00%
2017,12,31,Pittsburgh,47.06%
2017,12,31,Cincinnati,54.29%
2017,12,31,Philadelphia,51.72%
2017,12,31,Arizona,60.00%
2017,12,31,Tennessee,56.41%
2017,12,31,NY Giants,60.00%
2017,12,31,LA Chargers,53.57%
2017,12,31,Indianapolis,76.32%
2017,12,31,New England,55.26%
2017,12,31,San Francisco,64.00%
2017,12,31,Miami,64.10%
2017,12,31,Carolina,77.78%
2017,12,31,Buffalo,75.00%
2017,12,31,Houston,66.67%
2017,12,31,Detroit,65.85%
2017,12,31,Chicago,50.00%
2017,12,31,Dallas,66.67%
2017,12,31,Atlanta,75.00%
2017,12,31,Tampa Bay,61.54%
2017,12,31,Las Vegas,50.00%
2017,12,31,Cleveland,60.87%
2017,12,31,Green Bay,56.00%
2017,12,24,Jacksonville,38.71%
2017,12,24,Kansas City,55.56%
2017,12,24,LA Rams,46.67%
2017,12,24,Minnesota,42.50%
2017,12,24,Washington,39.02%
2017,12,24,Baltimore,48.48%
2017,12,24,Seattle,65.22%
2017,12,24,New Orleans,48.72%
2017,12,24,NY Jets,72.22%
2017,12,24,Pittsburgh,62.86%
2017,12,24,Denver,56.67%
2017,12,24,Arizona,69.23%
2017,12,24,Cincinnati,80.00%
2017,12,24,Philadelphia,64.91%
2017,12,24,Tennessee,72.09%
2017,12,24,Indianapolis,76.32%
2017,12,24,NY Giants,63.16%
2017,12,24,LA Chargers,76.67%
2017,12,24,Carolina,57.78%
2017,12,24,New England,73.33%
2017,12,24,San Francisco,69.70%
2017,12,24,Buffalo,57.14%
2017,12,24,Miami,58.62%
2017,12,24,Houston,72.41%
2017,12,24,Detroit,67.39%
2017,12,24,Chicago,75.76%
2017,12,24,Dallas,55.26%
2017,12,24,Atlanta,77.14%
2017,12,24,Tampa Bay,54.84%
2017,12,24,Green Bay,56.00%
2017,12,24,Cleveland,61.90%
2017,12,24,Las Vegas,66.67%
2017,12,17,Kansas City,55.56%
2017,12,17,Jacksonville,54.84%
2017,12,17,LA Rams,56.86%
2017,12,17,Seattle,66.67%
2017,12,17,NY Jets,61.29%
2017,12,17,Cincinnati,78.13%
2017,12,17,Pittsburgh,57.14%
2017,12,17,Baltimore,66.67%
2017,12,17,Arizona,51.61%
2017,12,17,Denver,56.67%
2017,12,17,Philadelphia,61.54%
2017,12,17,Minnesota,52.00%
2017,12,17,New Orleans,55.56%
2017,12,17,Washington,55.88%
2017,12,17,Indianapolis,65.38%
2017,12,17,Tennessee,65.38%
2017,12,17,NY Giants,66.67%
2017,12,17,New England,65.79%
2017,12,17,San Francisco,52.63%
2017,12,17,LA Chargers,76.67%
2017,12,17,Houston,60.61%
2017,12,17,Carolina,61.36%
2017,12,17,Detroit,67.39%
2017,12,17,Miami,55.81%
2017,12,17,Buffalo,50.00%
2017,12,17,Chicago,75.76%
2017,12,17,Atlanta,74.29%
2017,12,17,Dallas,67.39%
2017,12,17,Tampa Bay,81.82%
2017,12,17,Cleveland,76.09%
2017,12,17,Green Bay,71.43%
2017,12,17,Las Vegas,58.82%
2017,12,10,Kansas City,72.22%
2017,12,10,Jacksonville,58.33%
2017,12,10,Cincinnati,60.00%
2017,12,10,Seattle,64.44%
2017,12,10,NY Jets,57.58%
2017,12,10,Baltimore,79.41%
2017,12,10,LA Rams,56.25%
2017,12,10,Pittsburgh,58.33%
2017,12,10,Philadelphia,64.52%
2017,12,10,New Orleans,55.56%
2017,12,10,Arizona,67.74%
2017,12,10,Minnesota,55.17%
2017,12,10,Washington,50.00%
2017,12,10,Tennessee,63.27%
2017,12,10,Indianapolis,75.00%
2017,12,10,Denver,56.25%
2017,12,10,NY Giants,61.11%
2017,12,10,New England,44.12%
2017,12,10,LA Chargers,46.88%
2017,12,10,Detroit,63.89%
2017,12,10,Houston,65.22%
2017,12,10,Carolina,73.53%
2017,12,10,San Francisco,80.00%
2017,12,10,Buffalo,70.00%
2017,12,10,Miami,46.34%
2017,12,10,Atlanta,74.29%
2017,12,10,Chicago,70.27%
2017,12,10,Tampa Bay,59.09%
2017,12,10,Dallas,70.27%
2017,12,10,Cleveland,72.09%
2017,12,10,Green Bay,65.63%
2017,12,10,Las Vegas,61.76%
2017,12,3,Kansas City,65.52%
2017,12,3,Baltimore,59.46%
2017,12,3,Jacksonville,57.89%
2017,12,3,Seattle,60.00%
2017,12,3,Cincinnati,56.25%
2017,12,3,NY Jets,39.29%
2017,12,3,LA Rams,68.75%
2017,12,3,Philadelphia,51.52%
2017,12,3,Arizona,57.58%
2017,12,3,Indianapolis,68.00%
2017,12,3,Pittsburgh,65.38%
2017,12,3,Tennessee,58.62%
2017,12,3,New Orleans,63.64%
2017,12,3,Washington,50.00%
2017,12,3,Minnesota,57.14%
2017,12,3,NY Giants,61.29%
2017,12,3,Denver,75.00%
2017,12,3,Carolina,52.78%
2017,12,3,San Francisco,58.82%
2017,12,3,Detroit,70.00%
2017,12,3,Atlanta,61.36%
2017,12,3,Houston,63.64%
2017,12,3,LA Chargers,74.07%
2017,12,3,New England,67.65%
2017,12,3,Buffalo,63.89%
2017,12,3,Chicago,66.67%
2017,12,3,Dallas,70.27%
2017,12,3,Cleveland,64.29%
2017,12,3,Miami,64.29%
